Physical Time (s),ew_bot Monitor (W): bot_cv1,ew_bot Monitor (W): bot_cv2,ew_bot Monitor (W): bot_cv3,ew_bot Monitor (W): bot_cv4,ew_bot Monitor (W): bot_cv5,ew_bot Monitor (W): bot_cv6,ew_bot Monitor (W): bot_cv7
5.15875,1.7928131157191035e-23,5.0961585580288269e-25,3.3677405338778096e-24,8.3037234754773633e-24,1.1054586915448318e-23,5.579334424984136e-24,9.2321730352997788e-24
5.159,1.7968347183335806e-23,5.0686467249320134e-25,3.3466611266579409e-24,8.2894252792948399e-24,1.1053924525962204e-23,5.5662525341847209e-24,9.2152991396691346e-24
5.15925,1.8012126564475336e-23,5.0471619436226845e-25,3.3240578766527921e-24,8.2718863221689108e-24,1.105296804450892e-23,5.5515893534041074e-24,9.1970537699358727e-24
5.1595,1.7987957324578066e-23,5.0073944044786922e-25,3.3005201868696338e-24,8.2510488752285704e-24,1.1051539609785821e-23,5.5351681796665801e-24,9.1784014487039216e-24
5.15975,1.7969126810329181e-23,4.9861868641704423e-25,3.2766262802665337e-24,8.2292208805474553e-24,1.1050419510321831e-23,5.5193179375517708e-24,9.1572129769306554e-24
5.16,1.8030164156109965e-23,4.9600949573984048e-25,3.2506434268034471e-24,8.2052556709841995e-24,1.1049764199473735e-23,5.5020016053906907e-24,9.1294583473703164e-24
5.16025,1.8094660135292463e-23,4.9486743380572012e-25,3.2237830146926519e-24,8.1803830659546727e-24,1.1048781987279127e-23,5.4826945250601224e-24,9.1009507929025695e-24
5.1605,1.8063195369396231e-23,4.8505869739081293e-25,3.1949327837321579e-24,8.1510071693064782e-24,1.1047270284886071e-23,5.4626588404653523e-24,9.0685072712739156e-24
5.16075,1.8037712436657337e-23,4.7704652185568094e-25,3.1671164690766006e-24,8.1229841112942229e-24,1.1045958495314744e-23,5.4464076786120675e-24,9.0336976245126566e-24
5.161,1.81257343772834e-23,4.76251150209039e-25,3.1381908062042738e-24,8.0943326723052472e-24,1.1045029129917319e-23,5.4314080474183547e-24,8.9969791449915813e-24
5.16125,1.8223781811845602e-23,4.7125468662834585e-25,3.1052763028725998e-24,8.0606211409506743e-24,1.1043797773302953e-23,5.4128943459865943e-24,8.9464009014071517e-24
5.1615,1.8185070334193099e-23,4.6227806675160504e-25,3.0726412504755693e-24,8.0255394686770208e-24,1.1042042045046251e-23,5.3947273311764761e-24,8.9003226193211892e-24
5.16175,1.8147452237394394e-23,4.5318255077508091e-25,3.0407015500984056e-24,7.9895262372687628e-24,1.1040475832196306e-23,5.3798981042644468e-24,8.8598528307000421e-24
5.162,1.8250603798834618e-23,4.4424278076853207e-25,3.0061311541757028e-24,7.9516737216412834e-24,1.1039208465529802e-23,5.3637796440051915e-24,8.8174126667638767e-24
5.16225,1.8358688215930281e-23,4.356259619142077e-25,2.9699279455128043e-24,7.9116196080145854e-24,1.1037506994756798e-23,5.3451199844724841e-24,8.7768765138572118e-24
5.1625,1.8299491304771281e-23,4.285284665315007e-25,2.933994020682312e-24,7.8692003265895499e-24,1.10352496875047e-23,5.3298110625087916e-24,8.740836836794044e-24
5.16275,1.8245581392723496e-23,4.1621136116080297e-25,2.897767859381356e-24,7.8246255693556006e-24,1.1033162219954147e-23,5.317166623640147e-24,8.7022877553887791e-24
5.163,1.8363495009249625e-23,4.0877533866535437e-25,2.8607782569230483e-24,7.7795771007288715e-24,1.1031234832384667e-23,5.3067071912611451e-24,8.662527575045194e-24
5.16325,1.8489214106023794e-23,4.039375773857588e-25,2.8215551269461359e-24,7.7325807811141408e-24,1.1028839452957141e-23,5.2948835045637947e-24,8.626377752706674e-24
5.1635,1.8413556398520174e-23,3.9218504038139996e-25,2.782553696943604e-24,7.6832575205177077e-24,1.1025913908292106e-23,5.2824090033323917e-24,8.595187036289533e-24
5.16375,1.8341431182906441e-23,3.8494796315986269e-25,2.7461528144563385e-24,7.6345410266747617e-24,1.1023018780325655e-23,5.2751853586739811e-24,8.5632028208791406e-24
5.164,1.8462121527029444e-23,3.798683798471125e-25,2.708222837050595e-24,7.5852184449843474e-24,1.1020091840536296e-23,5.2674442819541844e-24,8.5290508391884713e-24
5.16425,1.8588221186066995e-23,3.7920991697137324e-25,2.6695886391329635e-24,7.533507913218876e-24,1.1016650911219128e-23,5.2593882620089864e-24,8.4982788014046405e-24
5.1645,1.8487937236995615e-23,3.7015320359115208e-25,2.6305450376696493e-24,7.479324543706396e-24,1.1012720534552204e-23,5.2502510871787978e-24,8.4718923336246433e-24
5.16475,1.8395896945536616e-23,3.5667083148839655e-25,2.5924735796427315e-24,7.4245844607885003e-24,1.1008819091805084e-23,5.2447839767042688e-24,8.4448738283136317e-24
5.165,1.8520234703652479e-23,3.4968805868770193e-25,2.5540960639291424e-24,7.3688341027559411e-24,1.1004858410431088e-23,5.2407070979463913e-24,8.4159828632024549e-24
5.16525,1.8651900903283751e-23,3.3855365554303688e-25,2.5124087461510076e-24,7.3120303337927744e-24,1.1000427604583773e-23,5.2328500107997248e-24,8.3894854277929691e-24
5.1655,1.8545462403732053e-23,3.2546727378117565e-25,2.472282320504639e-24,7.2533518520048444e-24,1.0995599563999593e-23,5.2239268529050366e-24,8.3692027142560961e-24
5.16575,1.8440872060361757e-23,3.0616047362748579e-25,2.4343266971440515e-24,7.1951848560509201e-24,1.0990780396187784e-23,5.2164543064309034e-24,8.3482216516888494e-24
5.166,1.8548588838673136e-23,2.9750554774887388e-25,2.3961541728980197e-24,7.1375234920022702e-24,1.0985898261963647e-23,5.2091565038428509e-24,8.3236538100015931e-24
5.16625,1.865437020493364e-23,2.9427279650687494e-25,2.3570149592041221e-24,7.0786738298405992e-24,1.0980683638763914e-23,5.1995322172980793e-24,8.2994141665125156e-24
5.1665,1.8523490217020401e-23,2.8349771494951785e-25,2.3203251471678952e-24,7.0183898219326589e-24,1.0975261263506563e-23,5.1884408114662847e-24,8.2777361606130359e-24
5.16675,1.8396451666419132e-23,2.7148287819412624e-25,2.2857622666732997e-24,6.9591856104966612e-24,1.0969930718257579e-23,5.1794962057890335e-24,8.2550984931529622e-24
5.167,1.8469019775237913e-23,2.6757716345498227e-25,2.2507194703998605e-24,6.9016114893896368e-24,1.0964615611464327e-23,5.1720715020767721e-24,8.231822063264887e-24
5.16725,1.8542128835773815e-23,2.6396383966132239e-25,2.2160859090402766e-24,6.8446201979231962e-24,1.0959051868799627e-23,5.1626333143785033e-24,8.2104193568356008e-24
5.1675,1.8406780694854598e-23,2.5286511439308339e-25,2.1831532294406294e-24,6.7880951563969967e-24,1.0953363843954121e-23,5.1524457723435513e-24,8.19069366123954e-24
5.16775,1.8272761952622616e-23,2.4018747282467662e-25,2.1518928911146422e-24,6.7328257531751052e-24,1.0947653905532278e-23,5.1433375176841808e-24,8.1688257509569543e-24
5.168,1.8316912323830069e-23,2.3417676508075006e-25,2.1211261862343608e-24,6.6792343656269604e-24,1.0941756124182882e-23,5.1347404214161624e-24,8.144205077408276e-24
5.16825,1.8360380888013909e-23,2.3034286379173831e-25,2.0904888205896671e-24,6.6269884033096399e-24,1.0935585071732072e-23,5.124858736229949e-24,8.1208433468224342e-24
5.1685,1.8216443211219846e-23,2.3051945166868029e-25,2.063858407713036e-24,6.5779318376923609e-24,1.0929401827583656e-23,5.1148291666368676e-24,8.100359582829869e-24
5.16875,1.8084904680498515e-23,2.219593955436334e-25,2.0384077915249394e-24,6.5306361665697862e-24,1.0923283494236324e-23,5.106982637266111e-24,8.0809508473565143e-24
5.169,1.8105490880473524e-23,2.1710518057032773e-25,2.0135418387255307e-24,6.4865950636739963e-24,1.0917027440234677e-23,5.1001211862830007e-24,8.0646676822392725e-24
5.16925,1.8123545480599808e-23,2.0722748236944351e-25,1.9890275281152188e-24,6.4443199378474791e-24,1.0910476597522929e-23,5.0918552165055665e-24,8.0530486798105892e-24
5.1695,1.7972186377793007e-23,2.0085900995879545e-25,1.9681249759510298e-24,6.4059768790507998e-24,1.0903800836983045e-23,5.0825102475094877e-24,8.046263900879764e-24
5.16975,1.7829530339030039e-23,1.9739665524091776e-25,1.9494454403271652e-24,6.3709226043527975e-24,1.0897131641540737e-23,5.0747419040210704e-24,8.0420573032899319e-24
5.17,1.7820210560605194e-23,1.8899990329885962e-25,1.9290320813687243e-24,6.3376185786351879e-24,1.089039637416827e-23,5.0668256893290794e-24,8.0378458029255552e-24
5.17025,1.7813109734295623e-23,1.795364538710748e-25,1.9083755992493235e-24,6.3073847585533341e-24,1.088361329128813e-23,5.0574453069302145e-24,8.0343940477462341e-24
5.1705,1.7677270366685319e-23,1.7344102210272418e-25,1.8919874163346927e-24,6.280945967386051e-24,1.087700306316716e-23,5.0465231666869492e-24,8.0327279581176809e-24
5.17075,1.7532881791488589e-23,1.740257029489443e-25,1.8785764756174146e-24,6.2581103202474882e-24,1.0870601161359191e-23,5.0355797156537093e-24,8.0327009599208888e-24
5.171,1.7473908758907878e-23,1.7141402187837021e-25,1.865041443027894e-24,6.2375295752659046e-24,1.0864101378631532e-23,5.0234457419695019e-24,8.0346378867196249e-24
5.17125,1.7410901207354075e-23,1.6544962544363345e-25,1.8528741322781301e-24,6.2213491566635274e-24,1.0857542554393923e-23,5.0093469630650254e-24,8.0378072317803449e-24
5.1715,1.7259488724343609e-23,1.5991212883266994e-25,1.8438335591490223e-24,6.2088366053066648e-24,1.0851108134168375e-23,4.9942575668511746e-24,8.0410371667544141e-24
5.17175,1.7123298364087973e-23,1.5634855007540535e-25,1.8367062580140766e-24,6.1988287485639843e-24,1.0844900832775743e-23,4.97932771877346e-24,8.0442029131153864e-24
5.172,1.7072915180202102e-23,1.5304480256935681e-25,1.829399567154592e-24,6.1914468545429407e-24,1.0838747443908124e-23,4.9647900574680525e-24,8.0474980079403572e-24
5.17225,1.7033677730399036e-23,1.4996407393488991e-25,1.8232914623312618e-24,6.1880862835282627e-24,1.0832693800011189e-23,4.9499581308369809e-24,8.0510431314642828e-24
5.1725,1.6920382566647482e-23,1.4986034222803544e-25,1.8198408720997312e-24,6.1883914779077334e-24,1.0826881377378525e-23,4.9357456831185111e-24,8.0554749024407551e-24
5.17275,1.6803270197999264e-23,1.4995517595001886e-25,1.8180956701887625e-24,6.1908637483964816e-24,1.082129098398166e-23,4.9223821026829994e-24,8.0616737455519281e-24
5.173,1.674435431539168e-23,1.4601215481742297e-25,1.8155999758788655e-24,6.1943545432837802e-24,1.0815724440560857e-23,4.9099876126594694e-24,8.069689146996412e-24
5.17325,1.6701619816077298e-23,1.4161655575095987e-25,1.8139707610147176e-24,6.2008530202185821e-24,1.0810150049698682e-23,4.8984719556286845e-24,8.0788038043642286e-24
5.1735,1.660509659349927e-23,1.4061750703330233e-25,1.8145533164158026e-24,6.2108575766993612e-24,1.0804732999699981e-23,4.8871912144304434e-24,8.0895261476732891e-24
5.17375,1.6495085782073774e-23,1.4224461233682086e-25,1.8168880894966843e-24,6.2235076875991038e-24,1.0799541908894073e-23,4.8754703811881279e-24,8.1023038461389291e-24
5.174,1.6435209583144189e-23,1.4127070425286537e-25,1.8172460216882429e-24,6.2368723762535474e-24,1.0794314735915795e-23,4.8635065003085365e-24,8.1181944169451981e-24
5.17425,1.6402257059569947e-23,1.3931722497853464e-25,1.8178843691770796e-24,6.2529782686296924e-24,1.0789021462474791e-23,4.8511857250556365e-24,8.1344525706532255e-24
5.1745,1.6321221514095239e-23,1.3992600557043742e-25,1.8209227026546304e-24,6.2722569222536655e-24,1.0783869556101306e-23,4.8388017711118531e-24,8.1502391588296593e-24
5.17475,1.6216648433345637e-23,1.4188840806447286e-25,1.8249648988860071e-24,6.2926121692087224e-24,1.077898446764334e-23,4.826188678568542e-24,8.165700801205479e-24
5.175,1.6158618907282079e-23,1.4163721216658856e-25,1.8273460433877269e-24,6.3136526802486502e-24,1.0774226798385346e-23,4.8135042598916381e-24,8.1802187432535746e-24
5.17525,1.6135016894323635e-23,1.4091074349982151e-25,1.8306873228211553e-24,6.3373481554758073e-24,1.0769494631042947e-23,4.8016473465011636e-24,8.1939770242221585e-24
5.1755,1.6063268554389883e-23,1.4265075043233491e-25,1.837760080630245e-24,6.3653351417346617e-24,1.0765007941080967e-23,4.7909971412942868e-24,8.2073828894667875e-24
5.17575,1.5959841383356093e-23,1.4552034758795406e-25,1.8440447285563808e-24,6.391671745572329e-24,1.0760753469306803e-23,4.7791552162682532e-24,8.2190649464430166e-24
5.176,1.5901994245549435e-23,1.4616871716938659e-25,1.8487027830731071e-24,6.4178016797597957e-24,1.0756558341727659e-23,4.767009623747233e-24,8.2280350180483569e-24
5.17625,1.5889613360243786e-23,1.4611715684596782e-25,1.853749669421147e-24,6.4456682858012099e-24,1.075234903626957e-23,4.7554376173159075e-24,8.2353036556147053e-24
5.1765,1.5881276463829297e-23,1.4683565911984329e-25,1.8601021150714637e-24,6.4754937751297843e-24,1.0748268841221384e-23,4.744776464404448e-24,8.2434946459980172e-24
5.17675,1.5784163179423188e-23,1.4962972512291097e-25,1.86755721968712e-24,6.5049171582974434e-24,1.0744340561206169e-23,4.7349263347547018e-24,8.2516724673419058e-24
5.177,1.5659136254739671e-23,1.5330305196739801e-25,1.8745294664737015e-24,6.533299616102718e-24,1.0740578619544107e-23,4.7242327904706648e-24,8.2608137991330539e-24
5.17725,1.5607142334824101e-23,1.5366011534354103e-25,1.8801912829502555e-24,6.5599151632256939e-24,1.0736781356269855e-23,4.7142097822929734e-24,8.2702304638179742e-24
5.1775,1.5616978764054549e-23,1.530841320668803e-25,1.8861010418185533e-24,6.5876417073316763e-24,1.0732888602163584e-23,4.7046847014609975e-24,8.2795400393895922e-24
5.17775,1.5634565232806453e-23,1.5434172868103135e-25,1.8933967354793603e-24,6.6161383641775319e-24,1.0729030226250152e-23,4.6952067276142963e-24,8.2910866551840902e-24
5.178,1.5546140337394869e-23,1.5808087981331373e-25,1.9017499655599522e-24,6.6453108324458463e-24,1.0725294027566173e-23,4.6863899418494639e-24,8.3053897655443512e-24
5.17825,1.5419415022043054e-23,1.6215853094156533e-25,1.9088353226455177e-24,6.6721527842101076e-24,1.0721636186733336e-23,4.6773050853647544e-24,8.3221123130343013e-24
5.1785,1.5367036595970953e-23,1.6351319937939599e-25,1.9150674963278532e-24,6.6984263339799572e-24,1.0717964356785266e-23,4.6682409785712451e-24,8.3399272316382705e-24
5.17875,1.5379785757600157e-23,1.6372727622849054e-25,1.9213130703561973e-24,6.7252915969711351e-24,1.0714177550760554e-23,4.6600419268111682e-24,8.3589019072117778e-24
5.179,1.5405176394323459e-23,1.6455939963538177e-25,1.9273462083021468e-24,6.7509051699080206e-24,1.0710356663311222e-23,4.6527883305398413e-24,8.3791224255423652e-24
5.17925,1.5326456547940235e-23,1.6774379193160711e-25,1.934678480647225e-24,6.7761999526624319e-24,1.0706643996977355e-23,4.645864691479145e-24,8.4007971710799694e-24
5.1795,1.5203935939995808e-23,1.7107142066831553e-25,1.9394244559286961e-24,6.7973211815292905e-24,1.0702982908569858e-23,4.6394687773054827e-24,8.4217188508218912e-24
5.17975,1.5150404169092753e-23,1.7209788016795894e-25,1.9427240296371476e-24,6.8154579657041224e-24,1.0699133497706618e-23,4.6338889949573875e-24,8.442133682346873e-24
5.18,1.5160739434962865e-23,1.7256772189489578e-25,1.9457433467085725e-24,6.8319740580568251e-24,1.0695155746203055e-23,4.6295798911166831e-24,8.4600956409744959e-24
5.18025,1.5185878562547474e-23,1.7360270784340225e-25,1.9486464580549085e-24,6.8480752819680805e-24,1.0691056565804119e-23,4.6262098285472716e-24,8.475430718406924e-24
5.1805,1.511200808121436e-23,1.7654508041988744e-25,1.9522913816084317e-24,6.8625199248374347e-24,1.0686947494182593e-23,4.6224366807723773e-24,8.4879513171478232e-24
5.18075,1.4993647343485779e-23,1.7950740726179815e-25,1.9544995565531467e-24,6.8747721959897207e-24,1.0682863036117874e-23,4.6178162346506942e-24,8.4955518626280417e-24
5.181,1.4942957883484862e-23,1.8005223503080911e-25,1.9552539803509228e-24,6.884654777590929e-24,1.0678657317001945e-23,4.612680884746643e-24,8.4983770193811989e-24
5.18125,1.4956222336436428e-23,1.8105608550884228e-25,1.9557287226988518e-24,6.89475492739951e-24,1.0674432156550949e-23,4.6073331336055766e-24,8.498129005584273e-24
5.1815,1.4986433969876436e-23,1.8329986962491993e-25,1.9563493560346711e-24,6.9052206878213818e-24,1.0670314964892744e-23,4.6031635594809727e-24,8.495225935225952e-24
5.18175,1.4930674091149028e-23,1.8587017052111183e-25,1.9571839207238281e-24,6.9129266129575856e-24,1.0666393409373727e-23,4.5981263794742219e-24,8.4892895810996395e-24
5.182,1.4829762691300281e-23,1.886149202204047e-25,1.9569409770563637e-24,6.9186431912226459e-24,1.0662371466923498e-23,4.5931836624113347e-24,8.4820000959549263e-24
5.18225,1.4777631228945043e-23,1.9055797810486371e-25,1.9533609256879889e-24,6.921819825154088e-24,1.0658055303167092e-23,4.5893817764538048e-24,8.4742085010709678e-24
5.1825,1.4774205234848147e-23,1.9145225566596513e-25,1.9496247612908986e-24,6.9251557747317993e-24,1.0653653143158707e-23,4.5843981612670825e-24,8.4635158547181996e-24
5.18275,1.4779982041321213e-23,1.9316149167652038e-25,1.9448378673258545e-24,6.9264055971193249e-24,1.0649045436236508e-23,4.5790926918230224e-24,8.4517560121858057e-24
5.183,1.4714236072580743e-23,1.9652561118262971e-25,1.9408731771288091e-24,6.9269852179856754e-24,1.064435144872247e-23,4.5738898809449999e-24,8.4411747858523426e-24
5.18325,1.4615298477548773e-23,1.9918087946866221e-25,1.9364523626877606e-24,6.9260164504075626e-24,1.0639586916979142e-23,4.5682239304704152e-24,8.4312381204555367e-24
5.1835,1.4559572902311371e-23,2.0075587482067753e-25,1.9283370140975573e-24,6.9208145216598021e-24,1.0634527412796199e-23,4.5631175139048531e-24,8.4224286986282341e-24
5.18375,1.4545383967381508e-23,2.0136984767545619e-25,1.9206187343907004e-24,6.915306006698492e-24,1.0629415676588828e-23,4.5572373980010657e-24,8.4135107264033081e-24
5.184,1.4541272229591466e-23,2.0315860664835152e-25,1.9131969099522079e-24,6.9089918383348791e-24,1.0624295991977232e-23,4.5514068707810342e-24,8.4057014982619939e-24
5.18425,1.4486646433867637e-23,2.0639011759714981e-25,1.9064602598362735e-24,6.9014906322408823e-24,1.0619254051453421e-23,4.5464537091640437e-24,8.3981915574867664e-24
5.1845,1.4409000712506592e-23,2.0894822023208445e-25,1.8995075908619476e-24,6.8926601306569282e-24,1.0614177397070918e-23,4.5419617434044789e-24,8.3903526705083301e-24
5.18475,1.4361639804276741e-23,2.1071325757547358e-25,1.8906903974969893e-24,6.8833940281957769e-24,1.060895229039334e-23,4.5398461065963439e-24,8.3804346667763189e-24
5.185,1.4346367348540043e-23,2.1147022461006853e-25,1.8825557645972977e-24,6.8727955149018485e-24,1.0603709687382919e-23,4.5369327506286364e-24,8.3688135086733153e-24
5.18525,1.4342591442301391e-23,2.1256710086704778e-25,1.8755649795584443e-24,6.8609088926267431e-24,1.0598467435085617e-23,4.532660079422492e-24,8.356607239412647e-24
5.1855,1.4308818813123271e-23,2.1489891481259809e-25,1.8692192284654849e-24,6.8484004654862812e-24,1.0593405053642662e-23,4.52745781204237e-24,8.3430390202314303e-24
5.18575,1.4260790353153074e-23,2.1801070371483109e-25,1.861786044262957e-24,6.8343206269566795e-24,1.0588372089170646e-23,4.5230592763464284e-24,8.3272761378408839e-24
5.186,1.4232494340043846e-23,2.1968708067205565e-25,1.8524856389616656e-24,6.8190324604789607e-24,1.0583119084274163e-23,4.5189008908127775e-24,8.3105541265548522e-24
5.18625,1.4225206100454658e-23,2.1981413840709769e-25,1.8430759770131824e-24,6.8033307103922425e-24,1.0577878208181467e-23,4.5119146368990254e-24,8.2928144909166882e-24
5.1865,1.4226951896106385e-23,2.1912187056779263e-25,1.8343344095841302e-24,6.7868377060935362e-24,1.0572567265614271e-23,4.5033928275448215e-24,8.275002117982453e-24
5.18675,1.4210745370480491e-23,2.1941593794475812e-25,1.8262248956628155e-24,6.7694508035940742e-24,1.0567357066328515e-23,4.495562443476527e-24,8.2583302809897825e-24
5.187,1.4189918329361094e-23,2.2092151041416226e-25,1.8176462463664273e-24,6.7521126472657586e-24,1.0562156664575514e-23,4.4903782658265399e-24,8.2408200066213037e-24
5.18725,1.4188841274014215e-23,2.2179990593052074e-25,1.8071629834834156e-24,6.7337464603119219e-24,1.0556794218217244e-23,4.4870485785875586e-24,8.2230499489861488e-24
5.1875,1.4200984915832996e-23,2.2177265801689869e-25,1.7961002509933455e-24,6.714876778966412e-24,1.0551375005195915e-23,4.4816138096364145e-24,8.2039839504167757e-24
5.18775,1.4215360774537516e-23,2.2141741145971063e-25,1.7851468844603163e-24,6.6960310294818186e-24,1.0545975525550151e-23,4.4731736504430003e-24,8.1837969697640138e-24
5.188,1.4210133224929098e-23,2.2248926305884128e-25,1.7748228536407118e-24,6.6769510601734001e-24,1.0540755753972351e-23,4.4647856436446509e-24,8.1635495650377508e-24
5.18825,1.4207246776989461e-23,2.244931494830772e-25,1.7635415279505059e-24,6.6567079752921786e-24,1.0535591534069597e-23,4.4596070241176415e-24,8.1452971558313223e-24
5.1885,1.4232783392473597e-23,2.2379491349213737e-25,1.7508165192275475e-24,6.6360077205022321e-24,1.0530358094805679e-23,4.456251396839671e-24,8.1349043514837313e-24
5.18875,1.4263059275693137e-23,2.2206968607377761e-25,1.7376530127475949e-24,6.6146663143343457e-24,1.052521632441775e-23,4.4512161749848634e-24,8.1278482998473432e-24
5.189,1.4263991880153582e-23,2.2062181423436068e-25,1.7252385185677686e-24,6.5927628958671622e-24,1.0520255767489279e-23,4.4456725891559206e-24,8.115893641196398e-24
5.18925,1.4264334442892141e-23,2.1986578034857212e-25,1.7127041555924698e-24,6.5700455676420449e-24,1.0515387855165139e-23,4.4424378930780888e-24,8.0974461200500613e-24
5.1895,1.4297612269917057e-23,2.1968264431050134e-25,1.6987866386895436e-24,6.5467197403163671e-24,1.0510515502713023e-23,4.4405439112552054e-24,8.0731586412660484e-24
5.18975,1.4331552970250176e-23,2.1733121876091555e-25,1.6838377023582471e-24,6.5221745636118845e-24,1.0505730745928202e-23,4.4371873306236049e-24,8.0514103594951627e-24
5.19,1.432453123332399e-23,2.1461791216948853e-25,1.6697912612987588e-24,6.4969826564900722e-24,1.0501070799985856e-23,4.4319268225118441e-24,8.028110611806952e-24
5.19025,1.4323526600737555e-23,2.1468279884629249e-25,1.6551145855926709e-24,6.4718832529686229e-24,1.0496482121248761e-23,4.4301484312443343e-24,8.0075379481417965e-24
5.1905,1.4372244153644455e-23,2.1424330580316708e-25,1.6388729504631869e-24,6.4471616029548528e-24,1.0491725401087499e-23,4.4305782371749726e-24,7.9869813313404101e-24
5.19075,1.442313766179747e-23,2.1165636543352044e-25,1.621962078110992e-24,6.4222861490626028e-24,1.0486891169130657e-23,4.4288487386561778e-24,7.964983599687529e-24
5.191,1.4451275827820097e-23,2.0547087786988836e-25,1.6057937334592592e-24,6.3975461651181747e-24,1.0481955282551755e-23,4.4263573680755903e-24,7.9418349416018379e-24
5.19125,1.4429410504095581e-23,2.0329749853015543e-25,1.5902408071280066e-24,6.3724794071997345e-24,1.0477016636548568e-23,4.4245737237086181e-24,7.9190730060192777e-24
5.1915,1.4429816418987216e-23,2.0414665566296464e-25,1.5743461480832596e-24,6.3474917312544451e-24,1.0472137118936762e-23,4.4253655152063637e-24,7.8968734302325088e-24
5.19175,1.4500045863768492e-23,2.0510624233898143e-25,1.5578468999583408e-24,6.3228839925158807e-24,1.046720038831221e-23,4.427673633589729e-24,7.8757845197298384e-24
5.192,1.4574115601715501e-23,2.002549505780438e-25,1.5414590658214001e-24,6.2977784476643137e-24,1.0462272981493028e-23,4.42815120132771e-24,7.8572670326966695e-24
5.19225,1.46108538609098e-23,1.9181038888886516e-25,1.5252694773721647e-24,6.2715507924286896e-24,1.0457335775085975e-23,4.4268641389097975e-24,7.8382849226409338e-24
5.1925,1.4576661067184363e-23,1.8941392571329323e-25,1.5097141530786304e-24,6.2443723451988968e-24,1.0452462788017902e-23,4.4262445075576843e-24,7.821122526093093e-24
5.19275,1.456052305771931e-23,1.9126767919527284e-25,1.4941112335155879e-24,6.2168624950859552e-24,1.0447652039406621e-23,4.4288707007409028e-24,7.8043934498522865e-24
5.193,1.4626338720954336e-23,1.9266194872449953e-25,1.477685386709573e-24,6.1893292655050655e-24,1.0442798469116155e-23,4.4328153801206086e-24,7.7874290457988589e-24
5.19325,1.4694642781439422e-23,1.9059286975044292e-25,1.4613737867861041e-24,6.1612200236223297e-24,1.0437841848247449e-23,4.4340766839334263e-24,7.7700901382781855e-24
5.1935,1.4723498173994988e-23,1.8257664406625358e-25,1.4451047243498998e-24,6.1319989358847839e-24,1.0432859770046652e-23,4.4339075743120618e-24,7.7546449157191964e-24
5.19375,1.4680576456050563e-23,1.7786097878704998e-25,1.4296549459781535e-24,6.1019298222701735e-24,1.042786063170135e-23,4.4341900473775405e-24,7.7368214276909329e-24
5.194,1.4656880236722688e-23,1.7571090619208104e-25,1.4140422662570912e-24,6.0712479108992244e-24,1.0422786281104226e-23,4.436471189123389e-24,7.7156696404888552e-24
5.19425,1.4716333619480171e-23,1.7522314555372697e-25,1.3974418450921429e-24,6.0406138885842944e-24,1.0417453036397395e-23,4.4394386534170109e-24,7.6899673208599922e-24
5.1945,1.4779361210024147e-23,1.7446058269844684e-25,1.3805953503575137e-24,6.0093138246637361e-24,1.0411881769884952e-23,4.4388989977500191e-24,7.6691157981385532e-24
5.19475,1.4804541839753965e-23,1.7122263509944591e-25,1.3639589830619125e-24,5.9775931503400879e-24,1.0406131167219243e-23,4.4374980876000222e-24,7.6515017132942903e-24
5.195,1.4759424454581297e-23,1.7029235680264082e-25,1.3482342378221418e-24,5.9460901159125827e-24,1.0400254767425166e-23,4.4372596947920323e-24,7.6364392138899754e-24
5.19525,1.4731138223878205e-23,1.7330013292154907e-25,1.3330667341672605e-24,5.9153492873966677e-24,1.0394283625836936e-23,4.4404021056831708e-24,7.6224263499311815e-24
5.1955,1.4774715083524359e-23,1.7648058402556153e-25,1.3166172478824291e-24,5.8841996843946696e-24,1.038807585889545e-23,4.4453617785547477e-24,7.6083060756184565e-24
5.19575,1.4824342381043868e-23,1.7516488393403282e-25,1.3008242244324652e-24,5.8531896144190507e-24,1.0381751319195589e-23,4.4481267061840211e-24,7.5930983149263727e-24
5.196,1.4838307185037794e-23,1.7253082441345944e-25,1.2854470865920579e-24,5.822156328908533e-24,1.0375360395588073e-23,4.4493497666074707e-24,7.5771709856436193e-24
5.19625,1.4785648261277514e-23,1.7372587608689655e-25,1.2709715785073745e-24,5.7910163357752707e-24,1.036898193374276e-23,4.4510421176057581e-24,7.560866793162141e-24
5.1965,1.4743234974925068e-23,1.7809385792797288e-25,1.2567180234930062e-24,5.7603266013332459e-24,1.0362687793108143e-23,4.4557036716426392e-24,7.5431712852813461e-24
5.19675,1.4759950008630692e-23,1.8164886577401422e-25,1.2419497786674187e-24,5.7304399427739886e-24,1.035635879842873e-23,4.4628651485783106e-24,7.5240939945373042e-24
5.197,1.478249065296973e-23,1.8292665360129957e-25,1.2276943062242804e-24,5.7008746892094953e-24,1.034992023195636e-23,4.4686696693209581e-24,7.5045283136124184e-24
5.19725,1.478241782430153e-23,1.8190900982364696e-25,1.2143888959877034e-24,5.6717282871834887e-24,1.0343386490521999e-23,4.4750392561212626e-24,7.4860966338196648e-24
5.1975,1.4736086026792439e-23,1.8374576856112234e-25,1.2024948780051567e-24,5.6429462978145662e-24,1.0336738735951722e-23,4.4822152354839072e-24,7.4693225921728854e-24
5.19775,1.4696371112675403e-23,1.8717886259297114e-25,1.1910806346523286e-24,5.6155765827071775e-24,1.0330023202835641e-23,4.4922217714117411e-24,7.4545269205546473e-24
