Physical Time (s),xth_right Monitor (W): right_cv1,xth_right Monitor (W): right_cv2,xth_right Monitor (W): right_cv3,xth_right Monitor (W): right_cv4,xth_right Monitor (W): right_cv5,xth_right Monitor (W): right_cv6,xth_right Monitor (W): right_cv7
5.3665,2.26271314524107e-14,4.8485607201177942e-15,5.4935573027963436e-15,1.0357511874336685e-14,1.31237696137391e-14,1.4398583093613534e-14,1.2900108277723171e-14
5.36675,2.275080212671583e-14,5.347339489131076e-15,5.5312230174078782e-15,1.0315977431272749e-14,1.2983874525591631e-14,1.4663331723472241e-14,1.2579891330068507e-14
5.367,2.2687006475824334e-14,4.7903717692610948e-15,5.082763316255349e-15,9.7173277883038387e-15,1.3021322747947492e-14,1.4322078921795486e-14,1.3079778367284824e-14
5.36725,2.2721513986448937e-14,4.8451660641816441e-15,5.4351770007008972e-15,1.0134742066243996e-14,1.2787635973659887e-14,1.4541983232775555e-14,1.3012066685124458e-14
5.3675,2.2880922354297786e-14,4.9067561938288176e-15,4.9664947508931009e-15,9.9297698599127177e-15,1.297628966054178e-14,1.4387324644135961e-14,1.2666422957810046e-14
5.36775,2.2767212459343413e-14,4.4760743811245388e-15,5.3196160672065167e-15,9.4753433637290576e-15,1.2700835040894736e-14,1.4594272275671519e-14,1.2981335909658462e-14
5.368,2.2859066982171141e-14,4.6413017563749849e-15,4.9880364944072226e-15,9.4182870141916613e-15,1.2647490364016783e-14,1.4430399586733933e-14,1.292398612269642e-14
5.36825,2.3196515220881297e-14,4.6148906978267152e-15,4.5224422230241052e-15,9.5635921999775088e-15,1.2431831015557027e-14,1.4267849173423104e-14,1.3032256885330732e-14
5.3685,2.4008560411829613e-14,4.5415287687126489e-15,4.9143050988049121e-15,9.1371421772773882e-15,1.2822746428477969e-14,1.4282975042527981e-14,1.2657588675318535e-14
5.36875,2.3600117016365585e-14,4.4200408260778709e-15,4.0456588624345634e-15,9.1068833260484154e-15,1.2326200931688688e-14,1.4162147303406948e-14,1.2744262986158593e-14
5.369,2.3750216274106034e-14,4.347798047931668e-15,4.8767618537064287e-15,9.1470895306769083e-15,1.2468614615675371e-14,1.4137984596449946e-14,1.3264614123041296e-14
5.36925,2.3532914042545977e-14,4.3477508902972439e-15,4.6979878164500542e-15,8.9971545196833803e-15,1.231033853752157e-14,1.4295208751279554e-14,1.3369799508222531e-14
5.3695,2.4056564099167614e-14,4.1863778061808936e-15,4.5679356533525175e-15,8.7485111268048329e-15,1.2554039736216384e-14,1.423996173647782e-14,1.3047517765421231e-14
5.36975,2.3805847154630973e-14,4.3925589129753253e-15,4.5136963771008879e-15,8.8380621027775117e-15,1.2170355146599139e-14,1.4557834254467512e-14,1.2964764573826564e-14
5.37,2.412285928522517e-14,3.9975083962773591e-15,3.9995586716828305e-15,8.7132970972568257e-15,1.1804667122945744e-14,1.3871220314246828e-14,1.2993807562900073e-14
5.37025,2.3848019935507062e-14,4.5376056697170805e-15,4.0413787767002315e-15,8.0777241796358601e-15,1.1722436063530739e-14,1.4689878480264431e-14,1.2485028224057648e-14
5.3705,2.3992130487171801e-14,4.2678660520745405e-15,3.9776210054541417e-15,8.3164993182663175e-15,1.1940629315048723e-14,1.4230482619143062e-14,1.2679345375814836e-14
5.37075,2.4454487253144672e-14,4.1138029357192291e-15,4.0929521202951058e-15,8.2843927094842633e-15,1.1725914914362719e-14,1.3834936231031313e-14,1.2844225670437199e-14
5.371,2.4766523672713821e-14,4.4103667893332521e-15,3.9257433065819879e-15,8.4089618583467287e-15,1.1552223647364063e-14,1.405101730833011e-14,1.2783797579604589e-14
5.37125,2.4875162257193003e-14,3.8502360035767844e-15,3.8074120505674013e-15,8.1777635486585293e-15,1.1253706417105702e-14,1.4449043648166761e-14,1.3096782002592431e-14
5.3715,2.4986298891932354e-14,3.9604722684889305e-15,4.1240613066263353e-15,7.9525351961862375e-15,1.160975162138786e-14,1.4237407111883458e-14,1.2871830728292073e-14
5.37175,2.4866744149040571e-14,3.678002563621717e-15,3.5811505965254244e-15,7.8260767723725585e-15,1.1493726863461779e-14,1.441237839867128e-14,1.2985643047427749e-14
5.372,2.4599327309343498e-14,4.4423682395825277e-15,3.9809429290481516e-15,7.5906108508839466e-15,1.134804350840599e-14,1.4885542273335831e-14,1.3009934882493508e-14
5.37225,2.5018284124887214e-14,3.6851118325661473e-15,3.5588473014964442e-15,7.5466454998582225e-15,1.1195217908352974e-14,1.4533672543232841e-14,1.2861863052128174e-14
5.3725,2.5088484692833421e-14,3.9489673635912755e-15,2.9324853758592424e-15,7.4492203874374397e-15,1.070634870035702e-14,1.4335324372010797e-14,1.2930154727484724e-14
5.37275,2.524558021284696e-14,3.908385393584216e-15,3.5927885907212027e-15,7.3372679257885964e-15,1.083121780127307e-14,1.4224998395728417e-14,1.2895218558185364e-14
5.373,2.5124188697383842e-14,4.224362235668948e-15,3.6633563615180684e-15,7.3991547440285244e-15,1.1223087644486748e-14,1.4802464635360787e-14,1.3033046462007433e-14
5.37325,2.5114033704434073e-14,3.8990672499484883e-15,3.2504800596797145e-15,7.0225281192097662e-15,1.0763712366718394e-14,1.418228294878401e-14,1.2984034435141407e-14
5.3735,2.4956374072086865e-14,3.457168304043053e-15,3.0567739067608928e-15,7.2286439189195484e-15,1.0365756711261484e-14,1.4493265698017645e-14,1.3203901529345982e-14
5.37375,2.5772466996143503e-14,4.1376323372408577e-15,3.2513315574607716e-15,6.7908793112374433e-15,1.0766802322734502e-14,1.4381512618645803e-14,1.2949454842718788e-14
5.374,2.5284269086402795e-14,3.6951283304002184e-15,3.3990091307228003e-15,6.639941185498666e-15,1.0393011431293913e-14,1.4109519697326658e-14,1.2765671108617336e-14
5.37425,2.5452420722950123e-14,3.6560105563516224e-15,3.2951310133458638e-15,6.7517746336468105e-15,1.0369197695402145e-14,1.40446406558803e-14,1.3068808455326723e-14
5.3745,2.5967397815641395e-14,3.7567215489350005e-15,2.6519181481955669e-15,6.6680247790508037e-15,1.0588514512621355e-14,1.45099845540668e-14,1.3013874638205344e-14
5.37475,2.5802502256378165e-14,3.7704717645955411e-15,2.7945606982103212e-15,6.4434018719384902e-15,1.0285577160822644e-14,1.4091546390263739e-14,1.3102116275035501e-14
5.375,2.5897315801699199e-14,3.6463988204914214e-15,2.839081293217961e-15,6.4529991287324566e-15,1.0255047607168952e-14,1.412833554783084e-14,1.3562856721007761e-14
5.37525,2.598216760583606e-14,3.7836976976239044e-15,2.516376478442925e-15,6.6636265221469019e-15,1.0338825769571596e-14,1.4121770031372038e-14,1.2583158362668729e-14
5.3755,2.594827057511174e-14,3.8260933572363552e-15,2.8214880653610529e-15,6.4172841120794145e-15,9.9735034267949633e-15,1.3865408315602105e-14,1.2804692611001314e-14
5.37575,2.6175988990093552e-14,3.3156793499689974e-15,3.0805192129434364e-15,6.1087158183760079e-15,9.7133588476273525e-15,1.3845868829446068e-14,1.2921766989981947e-14
5.376,2.6278120868090116e-14,3.4366359691755762e-15,2.6815672699306737e-15,6.0271488987106971e-15,9.929229833179327e-15,1.423377108464042e-14,1.2928192500014814e-14
5.37625,2.6392585578467341e-14,3.6487341168088199e-15,2.6743130581026855e-15,6.0750921572139928e-15,9.9497055528704918e-15,1.396824471341904e-14,1.2993591602611641e-14
5.3765,2.6326210239826407e-14,4.0618611964894915e-15,2.4905587615702838e-15,5.8068968471495745e-15,9.8255859999255145e-15,1.3976287162105626e-14,1.2957953825748418e-14
5.37675,2.6827534595346005e-14,3.5774756657636843e-15,2.530574936715727e-15,5.9395409449710276e-15,9.5311636536193634e-15,1.4077252437445818e-14,1.2949882780756164e-14
5.377,2.6670057454201826e-14,3.6196995142221415e-15,2.1336647643616143e-15,5.7718404786057982e-15,9.5464185858204718e-15,1.4206078394159426e-14,1.3204938506945407e-14
5.37725,2.6621291838163322e-14,3.6561006841660686e-15,2.4247400083165685e-15,5.584327085343789e-15,9.4969987568005203e-15,1.3815964026027379e-14,1.2724913450931683e-14
5.3775,2.6654872963428773e-14,3.5403439292611998e-15,2.4248218943688303e-15,5.6735312964292522e-15,9.6015656979762455e-15,1.3497461699357243e-14,1.3177689136020007e-14
5.37775,2.6675104937416232e-14,3.1974297577114092e-15,1.7026672261891745e-15,5.4385950274744111e-15,9.2756509797806728e-15,1.361580976611087e-14,1.2964012687828546e-14
5.378,2.7312194680698109e-14,3.2258727878761979e-15,2.629154354159894e-15,5.04565607548171e-15,9.5054469166407696e-15,1.3769227302271301e-14,1.2767845383482703e-14
5.37825,2.6810663372109193e-14,3.3569056527342561e-15,2.4805553599982072e-15,5.0590275684608686e-15,9.3746554957615687e-15,1.4250774780142817e-14,1.312766808480279e-14
5.3785,2.7042399506920593e-14,3.4676086578340662e-15,1.6876262632869821e-15,5.2789836084863358e-15,9.1172706745681994e-15,1.3830933899606097e-14,1.3353252070049324e-14
5.37875,2.6351801011516145e-14,3.5259185990049263e-15,1.9557294044962208e-15,5.3448466954635582e-15,9.1240888978682585e-15,1.3766265912325836e-14,1.260265296289336e-14
5.379,2.6912766417489686e-14,3.6199565569947101e-15,2.1022746186875706e-15,5.0358693952441537e-15,9.0156914049827312e-15,1.3528744840602482e-14,1.3329830800347188e-14
5.37925,2.712103953279452e-14,3.1445441646690402e-15,1.711708445735656e-15,5.2779015573977606e-15,8.8406804400713279e-15,1.3635674232582603e-14,1.3301762501573783e-14
5.3795,2.7377893809692374e-14,3.2833029903290333e-15,2.0339017525369576e-15,4.5963224314559707e-15,8.3940191072862396e-15,1.3608037623529714e-14,1.271103884513041e-14
5.37975,2.7038610653749888e-14,3.6577547632903032e-15,2.3018568890947755e-15,4.8416641908889657e-15,8.7348841047504309e-15,1.3477374526147542e-14,1.2859202770709374e-14
5.38,2.7529876965612689e-14,3.2150328753987348e-15,2.3139170644580597e-15,4.5689488212951665e-15,8.6605079721128957e-15,1.3645429619155038e-14,1.2894441948474312e-14
5.38025,2.7200492230622264e-14,3.1651181992418104e-15,1.8471807124121383e-15,4.9402005023568876e-15,8.4658219973331977e-15,1.391397855937099e-14,1.2797058262217058e-14
5.3805,2.7486922406459272e-14,2.9489700779917825e-15,1.7865186817099518e-15,4.8213132569344302e-15,8.1256334763971567e-15,1.3802200093334829e-14,1.3144679934185566e-14
5.38075,2.7442746778177916e-14,3.0353920044834659e-15,1.7399157043009419e-15,4.6171729744906241e-15,8.265122821762118e-15,1.3925373266618291e-14,1.2994140047034913e-14
5.381,2.7483978246415468e-14,2.9610812717329406e-15,1.5422485067920767e-15,4.8239790879706996e-15,8.2935029148368618e-15,1.3595685882000497e-14,1.3190776115680872e-14
5.38125,2.736248408027518e-14,3.4521268024722697e-15,1.7749623284862563e-15,4.4871707702358447e-15,8.4766895521701912e-15,1.3814629339517479e-14,1.2994579642332169e-14
5.3815,2.7604623249051549e-14,3.1653112011879357e-15,1.5474937554851098e-15,4.6963957543538002e-15,8.126258243020109e-15,1.3886310512336211e-14,1.2902859536094646e-14
5.38175,2.7740032022641524e-14,3.094616298771488e-15,1.7808766778391874e-15,4.6128788720357584e-15,8.1004598463626483e-15,1.3820583944159205e-14,1.2738168329914217e-14
5.382,2.722557371406988e-14,2.7747127259820632e-15,1.3854363344801988e-15,4.4010803580618059e-15,8.0786331729519194e-15,1.3596241067620264e-14,1.259721054963016e-14
5.38225,2.7590969483368788e-14,3.3370818237319201e-15,1.5941462383696596e-15,4.3490327778657383e-15,8.0968001589630898e-15,1.3138799217786013e-14,1.3181689070913953e-14
5.3825,2.7832271884292569e-14,3.5698799755987205e-15,1.5244665869829312e-15,4.3533519642345778e-15,7.7250615524950754e-15,1.3039458904279195e-14,1.2674526455081726e-14
5.38275,2.7433684467292557e-14,2.5830017740475866e-15,1.7023048641690025e-15,4.1399433730899525e-15,7.6616614310586147e-15,1.3315869311407102e-14,1.3359257222649022e-14
5.383,2.8153265812965331e-14,3.2907678712933777e-15,1.4247588121375745e-15,3.8850463561583564e-15,7.9022269158662801e-15,1.3262666994716463e-14,1.2974704590251488e-14
5.38325,2.7833714866369074e-14,3.0230025389290238e-15,1.6688950973780899e-15,3.9807796009524825e-15,8.0305128748170567e-15,1.3298688913237634e-14,1.3128881162332383e-14
5.3835,2.7945778889168898e-14,3.4085213532456804e-15,1.6360673495383727e-15,3.9624283029263626e-15,8.0179734926870454e-15,1.3272915450391083e-14,1.2749599081041665e-14
5.38375,2.7359076582347393e-14,3.1292907851064882e-15,1.3965703808145199e-15,3.9563598648298816e-15,7.8308347025008889e-15,1.3421472152417923e-14,1.2903501795851983e-14
5.384,2.7476602161600526e-14,3.1379552552879747e-15,1.0631951416100411e-15,4.1964222129065691e-15,7.1985621109026829e-15,1.3507311362113944e-14,1.3033825726752621e-14
5.38425,2.8151615958410033e-14,3.3148614894212551e-15,1.0360624908012451e-15,3.6659446363968113e-15,7.5954138322590777e-15,1.3445245208531633e-14,1.2995958113892675e-14
5.3845,2.7964109874887373e-14,3.3333734226574394e-15,1.6691689285400891e-15,3.8485442541991051e-15,7.6540477165424868e-15,1.2688450517540173e-14,1.2812095133164329e-14
5.38475,2.8541269160134633e-14,2.8395681495839954e-15,1.4534524033082737e-15,3.6578863455574066e-15,7.1067770968173064e-15,1.3184883467334594e-14,1.3042755312039382e-14
5.385,2.7931011955707437e-14,2.6481490487174061e-15,1.7357017972711896e-15,3.9341336644550809e-15,7.3162879717064402e-15,1.304633390978659e-14,1.3250311458468081e-14
5.38525,2.7706893631561057e-14,3.0919606666282197e-15,1.8300021982383002e-15,3.3653259418325291e-15,7.4478940110762758e-15,1.2873547188939869e-14,1.2981546063179492e-14
5.3855,2.8062568775934202e-14,3.2653314667638731e-15,1.2497460587569962e-15,3.3562757992034632e-15,7.1169940790251184e-15,1.2897716377168646e-14,1.3062220328330383e-14
5.38575,2.8047465088314799e-14,2.8906689325649882e-15,1.1696391760793762e-15,3.956456500202687e-15,7.3150592165387832e-15,1.2993414061617618e-14,1.289447917772736e-14
5.386,2.791830892723567e-14,2.7394092125128145e-15,1.2704910340411321e-15,3.4976491440564952e-15,7.2722252825127305e-15,1.30707080226915e-14,1.3059933981233265e-14
5.38625,2.8140490536815438e-14,3.4111086614629163e-15,1.2665789365154972e-15,3.6148841491767259e-15,7.0195050853176329e-15,1.2902978035895223e-14,1.3042738195773141e-14
5.3865,2.8271249518798396e-14,3.2476119536834594e-15,1.5378600608930681e-15,3.2991069641613618e-15,6.7192508655537475e-15,1.2858460272497044e-14,1.3071103204543351e-14
5.38675,2.8327155081208726e-14,3.3732073663446145e-15,1.2300415286140009e-15,3.6995054780305694e-15,6.850101707001596e-15,1.3136275339981411e-14,1.2703836919417998e-14
5.387,2.8245172308603214e-14,2.7858267755122255e-15,1.1915925660180278e-15,3.1525915282189895e-15,6.8658578866958335e-15,1.3083780749626372e-14,1.2915390217541537e-14
5.38725,2.7777691805052627e-14,3.0171548124069701e-15,1.1007837197324048e-15,3.243850488407674e-15,6.9881472043258113e-15,1.327882138356952e-14,1.3154512118814946e-14
5.3875,2.7919169698819915e-14,2.8469679098697936e-15,1.2837041001039016e-15,3.4914798192244729e-15,6.8025030614363601e-15,1.29287411840293e-14,1.3499886194155302e-14
5.38775,2.8217297408497581e-14,2.8858231563811833e-15,1.396392611475669e-15,3.470461616135094e-15,6.9036517873478415e-15,1.2736125055586104e-14,1.3099867182183885e-14
5.388,2.7843988704483992e-14,2.9031944565122938e-15,9.1139558110767528e-16,2.8796921560130071e-15,6.928308276601709e-15,1.31478368284178e-14,1.3012867531528007e-14
5.38825,2.8192512290972711e-14,2.6189960116190898e-15,1.3704620793516212e-15,3.3253988950428586e-15,6.5832752696642506e-15,1.2639736333986468e-14,1.31097100784906e-14
5.3885,2.7850118666206398e-14,2.2731608242687093e-15,1.5347669921428665e-15,3.144524830134672e-15,6.5214881159569432e-15,1.2412676293438235e-14,1.2830622186668903e-14
5.38875,2.7960122724528701e-14,2.760787142280063e-15,1.2454561892565479e-15,3.1972257310975273e-15,6.8402243205677224e-15,1.2720051479902948e-14,1.2865099106703016e-14
5.389,2.8030393138229181e-14,2.7928634043981267e-15,9.3681323725770388e-16,2.9259262323514722e-15,6.3791991900567192e-15,1.2872936953515246e-14,1.3010788145758555e-14
5.38925,2.8404791659700816e-14,3.0581631738210673e-15,1.2551071446422351e-15,3.0846761782665974e-15,6.4636357729089059e-15,1.2540666412074508e-14,1.3235842064029148e-14
5.3895,2.8021341418995731e-14,2.9176665251151435e-15,1.2574530246305908e-15,3.2936036230078622e-15,6.2816558544950229e-15,1.3017922706621878e-14,1.3079189773082826e-14
5.38975,2.7980424811185868e-14,3.02460889608596e-15,1.2102958828453851e-15,3.1892749354568196e-15,6.625960828516282e-15,1.2755991656991238e-14,1.2619614700259146e-14
5.39,2.8040967922742682e-14,2.8231159564270868e-15,1.2268863635644739e-15,2.6070155761189668e-15,6.2195369443877823e-15,1.2086768299501969e-14,1.322397464030675e-14
5.39025,2.7938674221096625e-14,2.7711705637445203e-15,1.0954599020477286e-15,3.3416542494238501e-15,6.1915163004209417e-15,1.2558932709763457e-14,1.2834041894065002e-14
5.3905,2.815036460845242e-14,2.7645960451929734e-15,1.1981172169155615e-15,3.2415745773078811e-15,6.4423670648097728e-15,1.2138323455172793e-14,1.2815673194316295e-14
5.39075,2.8086447869135703e-14,2.9885934580296216e-15,8.0479707619880916e-16,3.2547267204640653e-15,6.3484309498798465e-15,1.2573030524870335e-14,1.3034574490083285e-14
5.391,2.8030434808480635e-14,2.8142213446743231e-15,1.0240908296252054e-15,3.1880865285847014e-15,6.3254372046869218e-15,1.2590883710252929e-14,1.3351411654509444e-14
5.39125,2.8301627383415737e-14,3.0738349916317402e-15,5.9101528305852471e-16,2.9896779648813242e-15,6.0935690784627194e-15,1.2168682084169254e-14,1.2802338640190803e-14
5.3915,2.8294402082525707e-14,2.7930094156664759e-15,1.0888613782922783e-15,3.2228754990925524e-15,6.3227694902591598e-15,1.2402913517851121e-14,1.3173196104468843e-14
5.39175,2.8261661296756679e-14,2.8749527020113991e-15,6.7317489746788839e-16,3.3383229031977665e-15,5.7065541340828605e-15,1.1940488493959016e-14,1.3221051648527759e-14
5.392,2.8044832487973478e-14,2.6749750957211447e-15,4.1068489472385279e-16,2.996685591253652e-15,6.4310639935592719e-15,1.2102237286697061e-14,1.267039644355576e-14
5.39225,2.7917255222287471e-14,2.6989619245420734e-15,9.7934133206539051e-16,3.1280873483915087e-15,6.1757474638009187e-15,1.1851088736842645e-14,1.3378176545502925e-14
5.3925,2.7734062900293216e-14,2.7365683942208588e-15,1.3356944632854049e-15,3.0010295776597296e-15,5.9151848237086693e-15,1.2297610837840662e-14,1.3341507113105018e-14
5.39275,2.807169453938072e-14,3.1628417331243164e-15,1.1137705417208137e-15,2.9727694941429386e-15,6.504323605299402e-15,1.1878490900639713e-14,1.3002048408853804e-14
5.393,2.7911633135099524e-14,3.1322681928199303e-15,8.7439752970813381e-16,3.2465823906156479e-15,5.8638828376881717e-15,1.2193901771609055e-14,1.3164770372821347e-14
5.39325,2.7593647962130526e-14,3.0055118662849245e-15,6.5974195494379306e-16,2.9953987215489619e-15,5.7029941066103925e-15,1.2125582908527865e-14,1.3057314682223645e-14
5.3935,2.7801837586423769e-14,3.2332929787102712e-15,1.5880251845865507e-15,2.4635348058206788e-15,5.8293097215082106e-15,1.1560389247491311e-14,1.3466082917160511e-14
5.39375,2.813870510598374e-14,3.0044102481008105e-15,1.3129504694495325e-15,2.7431163429840515e-15,5.5464960401584999e-15,1.1851802253639741e-14,1.2970341050422163e-14
5.394,2.7623589938211691e-14,2.474138853449698e-15,1.159047246223025e-15,2.969084453029239e-15,5.5571664129814329e-15,1.1968402411937258e-14,1.2433997942368241e-14
5.39425,2.7995296721018301e-14,2.7106043510818942e-15,1.0311801751852712e-15,2.8449531572792196e-15,5.5107853771637317e-15,1.1433849711633752e-14,1.2963079446157971e-14
5.3945,2.7840120615102725e-14,2.8124450675011126e-15,6.1421066665807504e-16,3.093512044550726e-15,5.5556845312842485e-15,1.1671084827225383e-14,1.2847501230325513e-14
5.39475,2.7955269457054909e-14,2.8934722952203715e-15,1.0013207090193835e-15,3.2926749440690091e-15,5.5282857099403366e-15,1.1535876894840053e-14,1.3087069699873604e-14
5.395,2.7689037226787223e-14,2.6187687368507316e-15,1.2725066613553838e-15,2.764971167410188e-15,5.8684877229932834e-15,1.1735025863981982e-14,1.2793024520491294e-14
5.39525,2.7301708436834534e-14,3.0579981710678529e-15,1.0942208908380899e-15,2.8971507163416024e-15,5.1993379627385434e-15,1.1515592955921147e-14,1.3007258033055037e-14
5.3955,2.8007644997406535e-14,2.8705089836752347e-15,9.3978856822175142e-16,2.9226674573434145e-15,6.0217479813857944e-15,1.128682601475027e-14,1.2536318417259784e-14
5.39575,2.760163721005133e-14,2.4498409723087866e-15,9.1710071179655589e-16,2.6627772022055557e-15,5.4815090301849141e-15,1.147863292209004e-14,1.3034181251198105e-14
5.396,2.7466210275523343e-14,3.070140936512306e-15,1.5220611972002369e-15,3.0200099950460706e-15,5.3437748740638804e-15,1.2291548529528033e-14,1.2801767599688003e-14
5.39625,2.7659846194430429e-14,3.2350907303299901e-15,1.637122443371725e-15,2.9958993829455251e-15,5.6161501734487992e-15,1.1500205510970136e-14,1.3115294166605401e-14
5.3965,2.7486855266993176e-14,2.9151425140396007e-15,7.9532497299128006e-16,3.1561310723365513e-15,5.8243610808461003e-15,1.1739319242334183e-14,1.3024806283233226e-14
5.39675,2.7575885463933434e-14,3.0185568002061495e-15,8.9451279286582153e-16,3.0580246083873375e-15,5.4930104373904406e-15,1.1686847923959144e-14,1.318010416091157e-14
5.397,2.7273512749594428e-14,3.0309717279771052e-15,9.7109976461238963e-16,3.722314290201223e-15,5.5714800571877128e-15,1.107817869022933e-14,1.2884435607362427e-14
5.39725,2.7278817246511062e-14,3.2597719157087349e-15,1.434666712594339e-15,2.9199280446608853e-15,5.2268293023821334e-15,1.1591594654242522e-14,1.3003057270913241e-14
5.3975,2.7281663131427697e-14,3.1415111864852699e-15,9.0365677868829605e-16,2.6007058836996089e-15,5.210636829911812e-15,1.1513043118124951e-14,1.3239649751724993e-14
5.39775,2.7716324429899242e-14,2.9659264700008034e-15,1.0369476982012668e-15,3.4416552731312501e-15,5.3261932045304582e-15,1.1531976564895436e-14,1.2636775005664604e-14
5.398,2.711577608547547e-14,2.684539986802817e-15,1.4935760855674225e-15,2.8044814891874254e-15,5.2843623513677043e-15,1.1188136698964201e-14,1.2914559807662225e-14
5.39825,2.7320099562442293e-14,3.154316342871829e-15,1.4674050125561661e-15,3.2904946387669847e-15,5.4909958628528676e-15,1.0769382236642455e-14,1.3022437197157528e-14
5.3985,2.6784330738256173e-14,2.610549816789898e-15,9.6253008405211959e-16,3.3343996248546681e-15,5.3052323678890193e-15,1.0794000919127928e-14,1.2653006371540991e-14
5.39875,2.7235871123377837e-14,2.8074559002743015e-15,1.1163330206139105e-15,2.9278366065125778e-15,5.1907938886367065e-15,1.1566797237768439e-14,1.2765796300281608e-14
5.399,2.7242779546218446e-14,2.9552202729485663e-15,1.3091027764668236e-15,3.6286602635268536e-15,5.2310354249473458e-15,1.0894661660744012e-14,1.3102291644376771e-14
5.39925,2.7119992275281561e-14,3.1666261748439344e-15,1.0085757271250421e-15,3.3394214397227744e-15,5.0929777257169521e-15,1.096212969715704e-14,1.3031099958123956e-14
5.3995,2.7069376149629181e-14,3.0680073484709245e-15,1.2468884270705764e-15,2.8981857475486793e-15,5.2213728340334878e-15,1.1381858007009647e-14,1.2926463273730567e-14
5.39975,2.7319930298848645e-14,2.7856955291611647e-15,1.2496830636112659e-15,3.1866571419219583e-15,5.044906811916558e-15,1.0789808676585296e-14,1.300854408106355e-14
5.4,2.7126267550882431e-14,2.9816945558777932e-15,1.4090444040802289e-15,3.574586466167415e-15,5.1734534438489414e-15,1.0980478530147436e-14,1.2862123892753697e-14
5.40025,2.6872840916967205e-14,3.0483170247703479e-15,1.466353381914114e-15,3.1648355874669869e-15,5.3311780450701884e-15,1.1637481813479678e-14,1.2722462823494819e-14
5.4005,2.6635319542515943e-14,3.406342384878788e-15,1.4266773481497652e-15,3.505794432351695e-15,5.1660619860289931e-15,1.0642870799275131e-14,1.3117335927033355e-14
5.40075,2.6988473088365514e-14,3.0890634975410455e-15,1.2393398830927175e-15,3.3642749595504546e-15,5.0778144545058082e-15,1.0873245172793415e-14,1.2965013147411519e-14
5.401,2.6752145882755877e-14,3.2682621096413152e-15,1.3877472990103626e-15,3.6886620337347916e-15,5.134115520479793e-15,1.0972438516789955e-14,1.2729346738527535e-14
5.40125,2.6707614855742257e-14,2.9675332969342807e-15,1.146717358221498e-15,3.5984062994582536e-15,5.0273834634981195e-15,1.1091638343349854e-14,1.3153485661342065e-14
5.4015,2.6471015277459865e-14,3.3049434454412637e-15,1.589622111729376e-15,3.3864133287292854e-15,5.254868224539043e-15,1.0651385399141084e-14,1.2817365640776252e-14
5.40175,2.6607132051181818e-14,3.4676868676189696e-15,1.2539688241740809e-15,3.6344233074939181e-15,5.1967963145984905e-15,1.0524121766493789e-14,1.2900284167848415e-14
5.402,2.6947834167959089e-14,3.3348304682285755e-15,1.5100817692514005e-15,3.5926209483433324e-15,5.0062962464839815e-15,1.0889550911201076e-14,1.2749157126172917e-14
5.40225,2.6743376017397759e-14,3.1563701107310146e-15,1.4850424211991878e-15,3.477956116926531e-15,5.3356840978440037e-15,1.094439485651975e-14,1.3022063442274359e-14
5.4025,2.6785890562228614e-14,3.4317243811099818e-15,1.3646674688769802e-15,3.6307546949625512e-15,5.2518169177461455e-15,1.0615390176061162e-14,1.2649643239644678e-14
5.40275,2.6494041903832183e-14,3.5892110108867937e-15,1.4980632818622795e-15,3.7041568094119874e-15,5.4673245601559119e-15,1.0880201666953941e-14,1.244418656041213e-14
5.403,2.6190221644404877e-14,3.2568951014690131e-15,1.4927998492130731e-15,3.9406159565269914e-15,5.0021644247871827e-15,1.0265588118893857e-14,1.3041632200592039e-14
5.40325,2.639219308520406e-14,2.9774783664510792e-15,1.6449200461455656e-15,3.60533642091902e-15,4.9994552622498039e-15,1.0409988780285907e-14,1.287420795520914e-14
5.4035,2.6405501295532634e-14,3.6290250465762402e-15,1.7878248887259662e-15,3.6182306377784583e-15,5.2972087317124176e-15,1.0536562416835258e-14,1.3061667193829276e-14
5.40375,2.6044189386956474e-14,3.8450543007243049e-15,2.1304204882760198e-15,4.0286798345735077e-15,4.9768674499953982e-15,1.0382289688545312e-14,1.3279111206599188e-14
5.404,2.6097653847747652e-14,3.4600257137181069e-15,1.4577635345995048e-15,3.6399038687514327e-15,5.3023721347222411e-15,1.0689578366678834e-14,1.3280880250144648e-14
5.40425,2.6349350427511606e-14,3.4421138553221435e-15,2.0796699824810245e-15,3.586709552791914e-15,5.0763084459840836e-15,1.0488557042994831e-14,1.3523052284719311e-14
5.4045,2.5891796065440243e-14,3.2152205611348554e-15,1.6870311388662975e-15,3.6370816069378424e-15,5.384036725275914e-15,1.0131240956410906e-14,1.2872327769726062e-14
5.40475,2.5964660907526838e-14,3.6482125089438948e-15,1.9685495068554443e-15,3.8623104796776361e-15,5.2125222099748536e-15,1.05459466948121e-14,1.2531521987232058e-14
5.405,2.5704838802394773e-14,3.7305616792209195e-15,1.4803545138147937e-15,4.1657510683157253e-15,5.8192878102285412e-15,1.0346088625175882e-14,1.2957145523307459e-14
5.40525,2.570048995284082e-14,3.4706799972484463e-15,2.3828882597166343e-15,4.0558470425363175e-15,5.247346389909114e-15,1.0394827241977011e-14,1.299728866438891e-14
5.4055,2.543946404175683e-14,3.6762916508781333e-15,2.7114214949599195e-15,4.0511642749449314e-15,4.9767173109099272e-15,1.027582776024092e-14,1.2927814407393833e-14
