Physical Time (s),ew_top Monitor (W): top_cv1,ew_top Monitor (W): top_cv2,ew_top Monitor (W): top_cv3,ew_top Monitor (W): top_cv4,ew_top Monitor (W): top_cv5,ew_top Monitor (W): top_cv6,ew_top Monitor (W): top_cv7
1.78,3.3906035462740472e-20,4.6045925109627579e-21,1.6990496792202179e-21,-9.1496439212744532e-22,-5.7433966072558091e-19,-1.7152680040005639e-17,-7.9080110647832334e-18
1.7825,3.3555562319780057e-20,4.6693838518115122e-21,1.7749869257399409e-21,-7.7669399133747607e-22,-5.5297067386391576e-19,-1.7028153037279344e-17,-8.0352907449767219e-18
1.785,3.3188315101955526e-20,4.7268428985793938e-21,1.8435984267691058e-21,-6.5486152141362884e-22,-5.3225808182999794e-19,-1.6905026399010286e-17,-8.1638493766576063e-18
1.7875,3.2808204848993876e-20,4.7774578608731646e-21,1.9046322838355845e-21,-5.5068071567372427e-22,-5.1220458803823102e-19,-1.6783271401499721e-17,-8.2936829955400838e-18
1.79,3.2418946128128009e-20,4.8212843472123813e-21,1.95725457815797e-21,-4.614922644641142e-22,-4.9281934355820283e-19,-1.6662968384861205e-17,-8.4247844479585494e-18
1.7925,3.2024425110924993e-20,4.8584967320304774e-21,2.0020458637846744e-21,-3.8837147422705487e-22,-4.7410038573846918e-19,-1.6543984868089237e-17,-8.5571258536529362e-18
1.795,3.1626986336736831e-20,4.888765785983337e-21,2.0361462669239565e-21,-3.2775207591181969e-22,-4.5603539584461788e-19,-1.64261290889802e-17,-8.6906401375208808e-18
1.7975,3.1232279573198156e-20,4.9135284800908271e-21,2.0620727963010468e-21,-2.812076996720554e-22,-4.3863454770732903e-19,-1.6309338786685368e-17,-8.8252503473208412e-18
1.8,3.0846063546080884e-20,4.9333570489071047e-21,2.0788442271881147e-21,-2.4396841448159459e-22,-4.2187365759352907e-19,-1.6193459263339131e-17,-8.9608583178926364e-18
1.8025,3.0470906617958932e-20,4.9483630478852992e-21,2.0872070821425692e-21,-2.2061418732802479e-22,-4.0574294487968743e-19,-1.6078353288231488e-17,-9.097353107862371e-18
1.805,3.0114784333224763e-20,4.9596944914758142e-21,2.0879728851510628e-21,-1.9898767554386344e-22,-3.9023304129560736e-19,-1.5963641272834663e-17,-9.2346120534387493e-18
1.8075,2.977954509283031e-20,4.967701465616198e-21,2.0835852116432726e-21,-1.9405198372533321e-22,-3.7532018738164453e-19,-1.5849248617704705e-17,-9.3724923988906237e-18
1.81,2.9466994813396298e-20,4.9735697594945434e-21,2.0721672306782608e-21,-1.7935402516762925e-22,-3.6098427372858655e-19,-1.5734945053287069e-17,-9.5108493743379892e-18
1.8125,2.9180136433635399e-20,4.9768577725134448e-21,2.0562004690542551e-21,-1.8793907966161686e-22,-3.4719885250540108e-19,-1.5620547412413952e-17,-9.6495181748762569e-18
1.815,2.8919556204832124e-20,4.9801144172324637e-21,2.0374878740207491e-21,-1.8030081606762378e-22,-3.3312891658261798e-19,-1.5504743744345974e-17,-9.787971509304548e-18
1.8175,2.8690873006656691e-20,4.979224599440909e-21,2.0183641630394588e-21,-1.8549478829768549e-22,-3.2012260621553581e-19,-1.5389010936728351e-17,-9.9266569389175471e-18
1.82,2.8493003533633302e-20,4.9793918862952493e-21,1.9989012782417697e-21,-1.9118471110837782e-22,-3.0776919719907269e-19,-1.5272749383601293e-17,-1.0065271783918727e-17
1.8225,2.8326505041240697e-20,4.9784223228912157e-21,1.9790237886763748e-21,-1.7850417765932876e-22,-2.9589644934811057e-19,-1.5155620916640538e-17,-1.0203572546753612e-17
1.825,2.819290802096737e-20,4.9773309203867738e-21,1.9609749126333637e-21,-1.8647932776551516e-22,-2.8443204226701754e-19,-1.503732478567358e-17,-1.0341385896029302e-17
1.8275,2.8091967965952105e-20,4.9755341167117266e-21,1.9457107575666917e-21,-1.6877622472871273e-22,-2.7333681495689666e-19,-1.4917732628848201e-17,-1.0478552941318745e-17
1.83,2.802328893147256e-20,4.9744350442227798e-21,1.9317156237326109e-21,-1.635064656268902e-22,-2.625619616336417e-19,-1.4796726589459888e-17,-1.0614920510158131e-17
1.8325,2.7985731428838048e-20,4.973337484841793e-21,1.9215564638120463e-21,-1.4886115385930708e-22,-2.5208956879795899e-19,-1.4674236000736592e-17,-1.0750371271329411e-17
1.835,2.7977283326248375e-20,4.9726993697574232e-21,1.9152689510206445e-21,-1.2225961021427629e-22,-2.4191549456921188e-19,-1.4550104604242646e-17,-1.0884759079667635e-17
1.8375,2.799637051152766e-20,4.9732522901815962e-21,1.9150607372217578e-21,-1.0542951627248018e-22,-2.3200674624168694e-19,-1.4424262722040647e-17,-1.1018007461213438e-17
1.84,2.80402395657582e-20,4.9745478348317156e-21,1.9197635528711138e-21,-6.5527965078943293e-23,-2.2236309252463105e-19,-1.42967780768698e-17,-1.115003652544399e-17
1.8425,2.8105958520658635e-20,4.9773035606868492e-21,1.9314741469647307e-21,-3.7929393779221349e-23,-2.129911314278486e-19,-1.41676536971783e-17,-1.1280777810829097e-17
1.845,2.8192029559995426e-20,4.9818004571262974e-21,1.9511057194117486e-21,4.0092184119399139e-24,-2.0386574211101233e-19,-1.4036897172996118e-17,-1.1410187835258887e-17
1.8475,2.8293579203179819e-20,4.9888325654336539e-21,1.981273988438684e-21,4.581109138117227e-23,-1.9499306810998213e-19,-1.3904507602110538e-17,-1.153825856503029e-17
1.85,2.8407648534925978e-20,4.9981214199515495e-21,2.0212918705444952e-21,8.3046855114307313e-23,-1.8638121051085029e-19,-1.3770646696483513e-17,-1.1664980257603427e-17
1.8525,2.853198640390122e-20,5.0102791882479614e-21,2.0759193405255349e-21,1.314015273193267e-22,-1.7802736398274509e-19,-1.3635406438968007e-17,-1.1790349848136851e-17
1.855,2.866285790465535e-20,5.026001248976916e-21,2.1468844962123261e-21,1.6451265723571878e-22,-1.6992604382511227e-19,-1.349888249355155e-17,-1.1914363635510305e-17
1.8575,2.879471210076815e-20,5.0460189025207851e-21,2.2398381691650592e-21,2.06530845136097e-22,-1.6207277433706589e-19,-1.3361132388496221e-17,-1.2037063645712572e-17
1.86,2.8924516398202534e-20,5.0707426044268234e-21,2.3577956277450979e-21,2.3821013377068071e-22,-1.5448782435705901e-19,-1.3222301086513528e-17,-1.2158492669525425e-17
1.8625,2.9047671872392261e-20,5.0997458748569011e-21,2.5054666407889784e-21,2.6945981164572286e-22,-1.4714952634229446e-19,-1.3082615483375335e-17,-1.227870604480418e-17
1.865,2.9161502856425471e-20,5.1334635714195675e-21,2.6869817200475366e-21,2.99867474252743e-22,-1.4007190089181091e-19,-1.2942252276996806e-17,-1.2397768729531654e-17
1.8675,2.9264159011788632e-20,5.1717863148918684e-21,2.907413482057946e-21,3.1905458558946296e-22,-1.332613027886385e-19,-1.280134251328948e-17,-1.2515747458522239e-17
1.87,2.9350752422672061e-20,5.2141208283801687e-21,3.1675267844846741e-21,3.4111129851894874e-22,-1.2669881651800817e-19,-1.2659971375557471e-17,-1.2632727277068026e-17
1.8725,2.9418261639470616e-20,5.2595722770844299e-21,3.4618539650356317e-21,3.5399212903733185e-22,-1.2039629484831925e-19,-1.2518346944441439e-17,-1.2748799435349903e-17
1.875,2.9463153228332028e-20,5.3081510003387433e-21,3.8097327811808668e-21,3.7127102320958347e-22,-1.1433608272549799e-19,-1.2376685605351634e-17,-1.2864045759981253e-17
1.8775,2.9485085853801284e-20,5.3579872937097738e-21,4.1919576955687394e-21,3.8743508039313926e-22,-1.0853272931744561e-19,-1.2235164855402882e-17,-1.2978554965377787e-17
1.88,2.9481112120233982e-20,5.4079912270900748e-21,4.6121714216861257e-21,3.9984471470003965e-22,-1.0296265070307468e-19,-1.209392690869775e-17,-1.3092427150497685e-17
1.8825,2.9450215470187327e-20,5.4571286109374819e-21,5.0621767715062705e-21,4.176635016152866e-22,-9.7619472186012223e-20,-1.1953046028666118e-17,-1.3205763348325257e-17
1.885,2.9392030560664014e-20,5.5035863960296267e-21,5.5418698933211705e-21,4.3737212701167336e-22,-9.2504218826333884e-20,-1.1812794242815737e-17,-1.3318656741498559e-17
1.8875,2.930735344027075e-20,5.5455319935627739e-21,6.0383726415527522e-21,4.592170116458934e-22,-8.7602109840461049e-20,-1.1673388706793853e-17,-1.3431213280657326e-17
1.89,2.9198339063535501e-20,5.5817726952071492e-21,6.5434821631662618e-21,4.888845914290142e-22,-8.2917072286167637e-20,-1.1534963354598813e-17,-1.3543542448118159e-17
1.8925,2.9067527995244545e-20,5.6040396371376118e-21,7.0436022094014841e-21,5.1830500117642811e-22,-7.8126678405130781e-20,-1.1397816682487102e-17,-1.3655272800931247e-17
1.895,2.8920107284109042e-20,5.630284755633658e-21,7.5336998700051043e-21,5.5561776728714121e-22,-7.3752855786611907e-20,-1.126161305672406e-17,-1.3767261797096462e-17
1.8975,2.875489730834057e-20,5.6332158651105121e-21,7.978191693933776e-21,5.9649080726893735e-22,-6.9360490727363901e-20,-1.1126993755275645e-17,-1.3878997028358759e-17
1.9,2.8578276552796161e-20,5.636100079402068e-21,8.390486065251709e-21,6.371514697155036e-22,-6.5385944932511066e-20,-1.0993603902385534e-17,-1.399120797966343e-17
1.9025,2.8389027195202763e-20,5.615269141221551e-21,8.7298667783783827e-21,6.8704985347955443e-22,-6.1401229902716035e-20,-1.0861994043702706e-17,-1.4103438508055372e-17
1.905,2.8194786793992126e-20,5.5914823762238763e-21,9.0071952633916166e-21,7.3324464890112917e-22,-5.781762200599685e-20,-1.0731565984423342e-17,-1.4216299097041551e-17
1.9075,2.7993734859351662e-20,5.5456398802414918e-21,9.189007701023739e-21,7.7982240542039941e-22,-5.4225564078727119e-20,-1.0603017683610768e-17,-1.4329352510626911e-17
1.91,2.779184551859909e-20,5.4952733484276072e-21,9.2914519556786643e-21,8.3084728803691557e-22,-5.1010780301654472e-20,-1.0475749785373822e-17,-1.4443124661156007e-17
1.9125,2.7588361487769635e-20,5.4262467978281279e-21,9.2883416239345766e-21,8.74323522381651e-22,-4.7798541963125733e-20,-1.0350522864424155e-17,-1.4557250999391384e-17
1.915,2.738759103950438e-20,5.3520888564914964e-21,9.19725790960934e-21,9.2027191815850596e-22,-4.4926413242675041e-20,-1.0226422250688378e-17,-1.4672161718054073e-17
1.9175,2.7189612304993954e-20,5.2641717367345457e-21,9.0204470691470051e-21,9.6101585965169139e-22,-4.2057460613759637e-20,-1.0104231492439702e-17,-1.4787517139833957e-17
1.92,2.6999282124727422e-20,5.1715757250880058e-21,8.7814498068533613e-21,9.9508211976140613e-22,-3.9504264486663265e-20,-9.9831210505993128e-18,-1.4903694125120999e-17
1.9225,2.6815712063965907e-20,5.0697260241575243e-21,8.4804882865921163e-21,1.0266317707690626e-21,-3.6955727936893811e-20,-9.86395318320325e-18,-1.5020307892100455e-17
1.925,2.6641806727149775e-20,4.9639206889523297e-21,8.134697863712609e-21,1.0544735733150166e-21,-3.4694335611218126e-20,-9.7457520255082655e-18,-1.5137695224023364e-17
1.9275,2.6480164788145012e-20,4.8539449155059194e-21,7.7513907307746346e-21,1.0749974064215362e-21,-3.2434666875074526e-20,-9.6292965788828806e-18,-1.5255424685682999e-17
1.93,2.6330235576015701e-20,4.7423271063471735e-21,7.3484449282809056e-21,1.0975870975108337e-21,-3.0442551962537242e-20,-9.5135001842169197e-18,-1.5373832099136323e-17
1.9325,2.6193872504040023e-20,4.6314455088844791e-21,6.9564117931185176e-21,1.1197579671081406e-21,-2.8445128853633022e-20,-9.3993126964789323e-18,-1.5492416523237338e-17
1.935,2.6070331092793055e-20,4.5207096411216529e-21,6.5733671273073539e-21,1.1374411508427701e-21,-2.667757101857964e-20,-9.28575040782938e-18,-1.5611491610470332e-17
1.9375,2.5961698081841253e-20,4.4140329149193879e-21,6.2098308202249331e-21,1.152130781651792e-21,-2.4915358944395726e-20,-9.1735829356640291e-18,-1.5730493179672041e-17
1.94,2.5865816302709205e-20,4.3090635896523196e-21,5.869184610000932e-21,1.1676071243335004e-21,-2.3346324565818808e-20,-9.0617877484948919e-18,-1.5849736278951034e-17
1.9425,2.5782614177208656e-20,4.2091740407745524e-21,5.5916665614287865e-21,1.1817052428767236e-21,-2.1895569084329711e-20,-8.9505186715235332e-18,-1.5968914955632671e-17
1.945,2.5710880226912707e-20,4.1142099025211355e-21,5.3622139611415566e-21,1.1933419918235377e-21,-2.0544209340028379e-20,-8.8399159704223477e-18,-1.6087838365853749e-17
1.9475,2.5650518443184029e-20,4.0244549688613543e-21,5.1519721494941372e-21,1.2067063153465727e-21,-1.9265734892332221e-20,-8.729940638533051e-18,-1.6206303626363869e-17
1.95,2.5599857451100221e-20,3.9399808840260158e-21,4.9959439744440127e-21,1.2193905679939029e-21,-1.8040558123407556e-20,-8.620434757178311e-18,-1.6324121660178384e-17
1.9525,2.5557594409108489e-20,3.8606881771819119e-21,4.89183681772375e-21,1.2324495790733671e-21,-1.6872342274818407e-20,-8.5112693567999447e-18,-1.6441092099459748e-17
1.955,2.5522630136370866e-20,3.78644055526685e-21,4.8112891040941842e-21,1.244353777306474e-21,-1.5786451924357572e-20,-8.4023578751775018e-18,-1.6557029032616516e-17
1.9575,2.5494465189030857e-20,3.7166415747212238e-21,4.7484803628673021e-21,1.2534394542738076e-21,-1.4729513901306879e-20,-8.2937591679111912e-18,-1.667179514237057e-17
1.96,2.5470752730785167e-20,3.650924519357108e-21,4.7078418514664275e-21,1.2606531622929843e-21,-1.3711538822132349e-20,-8.1853961928564832e-18,-1.6785191661361621e-17
1.9625,2.5451179070041378e-20,3.588987226192648e-21,4.6765132849614558e-21,1.2634201345637768e-21,-1.2763000517755991e-20,-8.0770853375208062e-18,-1.6897122265619168e-17
1.965,2.5437207899205316e-20,3.5305278607431501e-21,4.6452258541287001e-21,1.2605738382813744e-21,-1.1869154619034221e-20,-7.9686553248744051e-18,-1.7007487526964561e-17
1.9675,2.542449199395735e-20,3.4751789376109069e-21,4.6091343166673279e-21,1.2503810052741194e-21,-1.0998897360307464e-20,-7.8601204530021266e-18,-1.7116151026729503e-17
1.97,2.5411162661164405e-20,3.4229277503300566e-21,4.5631848174799951e-21,1.2312559760871267e-21,-1.0170261228820666e-20,-7.7516764464657759e-18,-1.7222919075698044e-17
1.9725,2.5398537594172892e-20,3.3737088245487238e-21,4.5114316889170527e-21,1.2031959328105015e-21,-9.4263383728627228e-21,-7.6432882339444002e-18,-1.7327664343001017e-17
1.975,2.538390632027868e-20,3.3275563431227249e-21,4.4575115826557011e-21,1.1658939687802959e-21,-8.6886044455314624e-21,-7.5349352347813817e-18,-1.7430242504278982e-17
1.9775,2.5364188735667089e-20,3.2847995987023187e-21,4.4055571718747552e-21,1.1196126414416035e-21,-7.9793773688779434e-21,-7.4265648024219057e-18,-1.7530602876681397e-17
1.98,2.5334649663634669e-20,3.2459075004433011e-21,4.3607946278149679e-21,1.0665322885717342e-21,-7.3403809668601333e-21,-7.3182416615902191e-18,-1.7628691161537179e-17
1.9825,2.5297016556940986e-20,3.2112005087098672e-21,4.3354206356976905e-21,1.0083326680076934e-21,-6.7327995923385564e-21,-7.2102229083065585e-18,-1.7724439082071839e-17
1.985,2.5250719632013644e-20,3.1814328263243939e-21,4.3459028607328195e-21,9.4873826382077142e-22,-6.1381950107776825e-21,-7.1025265465360657e-18,-1.7817832533466186e-17
1.9875,2.5200839263653364e-20,3.157191617974189e-21,4.4054253122409657e-21,8.9501464877334253e-22,-5.5875812959051037e-21,-6.9949389013321382e-18,-1.7909113952528482e-17
1.99,2.5150780637784007e-20,3.1388519172199073e-21,4.5253030308163204e-21,8.5235306845282761e-22,-5.107725001145673e-21,-6.8874160719203847e-18,-1.7998390442614154e-17
1.9925,2.5091732370036878e-20,3.1253734197876537e-21,4.714792851170622e-21,8.2751585588570834e-22,-4.5854259761122473e-21,-6.7805470591401899e-18,-1.8085078821379682e-17
1.995,2.5035375768179394e-20,3.1228444474323141e-21,4.9908930917986382e-21,8.3206880159638e-22,-4.1216194876994503e-21,-6.6735920707026244e-18,-1.8170469715411368e-17
1.9975,2.4967315423949871e-20,3.1232295878989819e-21,5.3312608397137609e-21,8.7109268141251515e-22,-3.7204883034570662e-21,-6.5677379226771915e-18,-1.8253512569031788e-17
2.0,2.4893824288734965e-20,3.1333710021727412e-21,5.7601300212240764e-21,9.5439535107908515e-22,-3.3000163988840844e-21,-6.4628536309451464e-18,-1.8334537455331617e-17
2.0025,2.4811970273562767e-20,3.1510479883485353e-21,6.2784022271214897e-21,1.0870571188325155e-21,-2.899333581866237e-21,-6.3588702856786376e-18,-1.8413820535735177e-17
2.005,2.4721257999921535e-20,3.1758793709574668e-21,6.8777075923921134e-21,1.2758925295392591e-21,-2.5714351125312221e-21,-6.2558700806701202e-18,-1.8491539089507133e-17
2.0075,2.4620715603719347e-20,3.2074007938908232e-21,7.5417891302707599e-21,1.522968403523669e-21,-2.2662217129396512e-21,-6.1538392530866841e-18,-1.8568112599221026e-17
2.01,2.4510996035698338e-20,3.2452038207433376e-21,8.2587057501635878e-21,1.8280753267650157e-21,-1.9618340456502365e-21,-6.0528156386496126e-18,-1.8643773479198412e-17
2.0125,2.439206741374383e-20,3.2891247039507205e-21,9.0152204597433854e-21,2.1690204038275604e-21,-1.6933044780138632e-21,-5.9529530697642982e-18,-1.871858512646004e-17
2.015,2.426482221250669e-20,3.3335975971249837e-21,9.7843710451915812e-21,2.6035350588522506e-21,-1.4877451693137175e-21,-5.8542425493169037e-18,-1.8792702940285251e-17
2.0175,2.4130986017458561e-20,3.3820584626623446e-21,1.0556682179879349e-20,3.0599684484613046e-21,-1.2609307921686017e-21,-5.7568196331250623e-18,-1.8866234675094566e-17
2.02,2.3990664864014961e-20,3.4321833400694557e-21,1.130561669538617e-20,3.5484718375002643e-21,-1.0508160204580102e-21,-5.6607689301652907e-18,-1.8939370231940297e-17
2.0225,2.3844181534419046e-20,3.4811804341683002e-21,1.2001290974078466e-20,4.0538914703348866e-21,-8.967792872888217e-22,-5.5660953751152405e-18,-1.901243565612458e-17
2.025,2.3691477802795168e-20,3.5282210144864774e-21,1.2629621508361545e-20,4.5715089062020403e-21,-7.3352273154212503e-22,-5.4728442208612841e-18,-1.9085480279867542e-17
2.0275,2.3534152812335005e-20,3.5728833254886519e-21,1.3194580375833403e-20,5.0803537215632625e-21,-5.7295756037266524e-22,-5.380947582897937e-18,-1.9158542602571279e-17
2.03,2.3371218157114333e-20,3.613675143608608e-21,1.3688834324980946e-20,5.5654009349496122e-21,-4.3726427900704542e-22,-5.2904647696327476e-18,-1.9231754514269749e-17
2.0325,2.3203057361383082e-20,3.6497166472190585e-21,1.4094502572736242e-20,6.0134708811938897e-21,-3.3262388824989076e-22,-5.2013888461204414e-18,-1.9305153581023853e-17
2.035,2.3029449497900077e-20,3.6798688707764423e-21,1.4399537746278546e-20,6.4166173962267332e-21,-2.0739513005776848e-22,-5.113673147161807e-18,-1.9378943463044218e-17
2.0375,2.2851226795823533e-20,3.7036532844420876e-21,1.4605510450295425e-20,6.7593296726196734e-21,-9.6258646469948472e-23,-5.0273197291525643e-18,-1.9453166643946438e-17
2.04,2.2669017567351717e-20,3.7219207218787078e-21,1.4714036782894783e-20,7.0364528912331796e-21,-1.4773760410420385e-23,-4.9422274124428492e-18,-1.9527734839843192e-17
2.0425,2.248312298210539e-20,3.7335616401275819e-21,1.4729139789620811e-20,7.238615532542349e-21,6.8021941355295343e-23,-4.8583671938088828e-18,-1.9602646640720152e-17
2.045,2.229399703699732e-20,3.7392054577556247e-21,1.4655498634435723e-20,7.37061145521501e-21,1.5610262227059268e-22,-4.775752663337747e-18,-1.9677819404193284e-17
2.0475,2.2100575024533548e-20,3.7391251442695964e-21,1.4504904038233747e-20,7.4299029842442938e-21,2.3038114483495709e-22,-4.6942719793219754e-18,-1.9753339844111141e-17
2.05,2.1904694469448788e-20,3.7360091070518825e-21,1.4279939349117579e-20,7.4253458142743843e-21,2.8250218250383241e-22,-4.6139436363952509e-18,-1.9829201571576032e-17
2.0525,2.1705600035765469e-20,3.7292271676825024e-21,1.39930798893547e-20,7.3559893750395313e-21,3.3744734332950814e-22,-4.5345851568766838e-18,-1.9905148353541751e-17
2.055,2.1502965195766553e-20,3.7195599341990486e-21,1.365415667527027e-20,7.2329264212647396e-21,3.8889343644061237e-22,-4.4561556228724295e-18,-1.9981106642347901e-17
2.0575,2.129780363605075e-20,3.7092641958657556e-21,1.3277021711728227e-20,7.0724807955641e-21,4.3134119499886996e-22,-4.378741348229325e-18,-2.005694151740242e-17
2.06,2.1090267832004039e-20,3.6997839034307195e-21,1.2875293886557888e-20,6.879334199955901e-21,4.6386522598881227e-22,-4.302249085371682e-18,-2.0132522825566697e-17
2.0625,2.0879973708585258e-20,3.6922921307166769e-21,1.246217275078558e-20,6.6582243611632789e-21,4.9382390100365929e-22,-4.2265609541662201e-18,-2.0207801291027538e-17
2.065,2.0667345186513103e-20,3.6866181588587027e-21,1.2044188153175036e-20,6.4266445011375244e-21,5.1985831616964803e-22,-4.1516330706924253e-18,-2.0282468279557239e-17
2.0675,2.0452356576137087e-20,3.6848437381674223e-21,1.1630729250454575e-20,6.190690062027095e-21,5.4038214291379155e-22,-4.0773152686095212e-18,-2.0356336527349966e-17
2.07,2.023480107317554e-20,3.6871636887938278e-21,1.123009452682138e-20,5.9624843512706226e-21,5.5476754625407681e-22,-4.0037636605234231e-18,-2.0429252553202966e-17
2.0725,2.001589837519302e-20,3.694585916480419e-21,1.0848251613896276e-20,5.7455950287453322e-21,5.6671990009582418e-22,-3.9308425095210426e-18,-2.0501016647772529e-17
2.075,1.9795718734192746e-20,3.7076867850966108e-21,1.0492630452472246e-20,5.5465298468175768e-21,5.7704589646716365e-22,-3.8585128229511335e-18,-2.0571625423291506e-17
2.0775,1.9573604923579385e-20,3.7275096728421346e-21,1.0165526408188907e-20,5.3712355909809543e-21,5.8395031016728164e-22,-3.786774484560747e-18,-2.0640819928280638e-17
2.08,1.9350281107596565e-20,3.7539266305064162e-21,9.870739217830753e-21,5.2239526015368309e-21,5.8798428173831744e-22,-3.7156592956747903e-18,-2.0708392809200332e-17
2.0825,1.9125524182511245e-20,3.7876689766875482e-21,9.610384406399959e-21,5.1037628639397664e-21,5.9248256709576216e-22,-3.6449345363542086e-18,-2.0774275285217838e-17
2.085,1.8900005815252898e-20,3.8291088033171997e-21,9.3867704472908238e-21,5.0138003849345037e-21,5.9891116279148672e-22,-3.5748281392357615e-18,-2.0838255519711687e-17
2.0875,1.8674065065644325e-20,3.8784245613022053e-21,9.2125672358254039e-21,4.9585708133392414e-21,6.0336079284195479e-22,-3.5052673475413632e-18,-2.0900404261435112e-17
2.09,1.8447823229641247e-20,3.9362934194164123e-21,9.0847284922017554e-21,4.9351693386552991e-21,6.0821671619336967e-22,-3.4363122193943672e-18,-2.0960592080981006e-17
2.0925,1.8222545161018649e-20,4.0031572639675704e-21,8.9905152018026944e-21,4.9424176099523047e-21,6.1521001570865192e-22,-3.3679066958792841e-18,-2.1018636448927196e-17
2.095,1.7998851724440847e-20,4.079304024196006e-21,8.9449583974712887e-21,4.9862169409758182e-21,6.3049771034671555e-22,-3.2999762132962128e-18,-2.1074537960675937e-17
2.0975,1.7777024956574523e-20,4.1652209378798413e-21,8.9573880481921101e-21,5.0659651327193764e-21,6.4290113678037506e-22,-3.2325259230894271e-18,-2.1128234572015107e-17
2.1,1.7556254295548418e-20,4.2614325610632448e-21,9.023069382301601e-21,5.1857916527518169e-21,6.5790335009601087e-22,-3.1658039389196369e-18,-2.1179750382016819e-17
2.1025,1.7338107228807624e-20,4.3686458452446682e-21,9.148833097123617e-21,5.3405347010073494e-21,6.7850989919390921e-22,-3.0996767032782199e-18,-2.1229207963636542e-17
2.105,1.7123314643070871e-20,4.487135783434683e-21,9.3461027578519723e-21,5.5353648290841522e-21,7.112627226248292e-22,-3.034138454042541e-18,-2.1276478969566124e-17
2.1075,1.6912214265381336e-20,4.6175743386653285e-21,9.6169081759190756e-21,5.7752571829846474e-21,7.4288635781067798e-22,-2.9692912396314331e-18,-2.1321613377603788e-17
2.11,1.6704763807788142e-20,4.7603327145174589e-21,9.9625422728476422e-21,6.05931033161858e-21,7.7429586632200596e-22,-2.9050228401480206e-18,-2.1364720110577469e-17
2.1125,1.6501346187133249e-20,4.915679921753075e-21,1.0397795893073563e-20,6.3920763423148365e-21,8.1986215810394339e-22,-2.8414897785141565e-18,-2.1405795395622728e-17
2.115,1.6302649163822536e-20,5.0836196935017068e-21,1.091536638025505e-20,6.7686805229276601e-21,8.7644969869248482e-22,-2.778676841364241e-18,-2.14450795595673e-17
2.1175,1.6107627283748428e-20,5.2637924442900157e-21,1.1525804151478734e-20,7.1974117581281195e-21,9.3445375842107953e-22,-2.7166125465451137e-18,-2.1482668362381466e-17
2.12,1.5915231990302225e-20,5.4557708885123969e-21,1.2221196765612443e-20,7.6720641275005219e-21,9.8827119661036932e-22,-2.6554056992041085e-18,-2.1518502800597168e-17
2.1225,1.5725068863709118e-20,5.6584381528191558e-21,1.3008976448912295e-20,8.1957435996889719e-21,1.0638114849855406e-21,-2.5949488556803336e-18,-2.1552726410556668e-17
2.125,1.5537843637670267e-20,5.8704779469217519e-21,1.3911189168367829e-20,8.7608318734710037e-21,1.1494579650064423e-21,-2.5351407016712754e-18,-2.1585457962071193e-17
2.1275,1.535289870382976e-20,6.0902448874640555e-21,1.4897674726158751e-20,9.3631469726533689e-21,1.2342743474796447e-21,-2.4762584356947256e-18,-2.1616755918652836e-17
2.13,1.5169607687652358e-20,6.3121866698947764e-21,1.5915284231142069e-20,1.0020509247094122e-20,1.3124282367485371e-21,-2.4183015351101136e-18,-2.1646909242097309e-17
2.1325,1.4988352062646493e-20,6.5469605948638546e-21,1.7042549421970849e-20,1.0666548186595234e-20,1.4132523602487934e-21,-2.3610279664700356e-18,-2.1676069951786264e-17
2.135,1.4808179473744873e-20,6.7784162773625434e-21,1.818960714199669e-20,1.1356495366500582e-20,1.5274319781076437e-21,-2.3045917551940754e-18,-2.1704154179923826e-17
2.1375,1.4627528379942648e-20,7.0020317515690407e-21,1.9336096685329989e-20,1.2070297908074706e-20,1.6363032622237313e-21,-2.2488692000989949e-18,-2.1731290243672918e-17
2.14,1.4450972276886951e-20,7.2325640552244912e-21,2.0526184669516675e-20,1.2740944609787804e-20,1.7232854646726135e-21,-2.1941934322386405e-18,-2.1757573006734646e-17
2.1425,1.4271907017412535e-20,7.4478197466770628e-21,2.1639971111847177e-20,1.341094569473114e-20,1.843523407889632e-21,-2.1404680836108559e-18,-2.1783091857805566e-17
2.145,1.4090157081131097e-20,7.6488911165468795e-21,2.268056175027867e-20,1.4047832862841094e-20,1.9759411280589279e-21,-2.0876641643669823e-18,-2.1808077440140037e-17
2.1475,1.3905972582776162e-20,7.8342964133423871e-21,2.3639254886754062e-20,1.4638524197429205e-20,2.0900470066555192e-21,-2.0358677422314677e-18,-2.183250423692889e-17
2.15,1.3716907696456241e-20,7.9950641255286391e-21,2.4460193136802544e-20,1.5162706844789298e-20,2.1760863537802751e-21,-1.9852649676228935e-18,-2.1856270336859734e-17
2.1525,1.3524905166805169e-20,8.1367274150117802e-21,2.5141344966254749e-20,1.5612751205455166e-20,2.2908433992639492e-21,-1.9355494235835536e-18,-2.1879597303855427e-17
2.155,1.3328187182703041e-20,8.2559398907665917e-21,2.56698836102947e-20,1.5978567235928796e-20,2.4166399515908999e-21,-1.8868953140910134e-18,-2.1902586889036093e-17
2.1575,1.3127956967964024e-20,8.3491529859822771e-21,2.6033570878397379e-20,1.6253400711455241e-20,2.5244058720253486e-21,-1.8392191275460647e-18,-2.1925313394651974e-17
2.16,1.2922057734843231e-20,8.4155394609085445e-21,2.622027756664515e-20,1.6440035143946498e-20,2.5914661420889504e-21,-1.7925792293799572e-18,-2.1947915436876005e-17
