Physical Time (s),ew_right Monitor (W): right_cv1,ew_right Monitor (W): right_cv2,ew_right Monitor (W): right_cv3,ew_right Monitor (W): right_cv4,ew_right Monitor (W): right_cv5,ew_right Monitor (W): right_cv6,ew_right Monitor (W): right_cv7
5.35,8.1455921258514247e-14,2.011075521388637e-13,1.5526674947925093e-13,1.5135356346808604e-14,3.3838125740912564e-14,1.9566525244431189e-14,4.0245610132189287e-15
5.35025,8.1029765174312077e-14,1.9736584465345162e-13,1.5499101854543e-13,1.5090057510012684e-14,3.3851101604780528e-14,1.9468917759934793e-14,4.0202568811550613e-15
5.3505,8.0612140805606368e-14,1.9372195907216938e-13,1.5466683623751181e-13,1.5047069616502649e-14,3.3876173221150892e-14,1.9378282730156706e-14,4.0160215331741931e-15
5.35075,8.0190241463412651e-14,1.9020303760255596e-13,1.5429311441143698e-13,1.5006702182729482e-14,3.3924549482474275e-14,1.9294068328268283e-14,4.0120323118724026e-15
5.351,7.976752172121286e-14,1.8691753490148639e-13,1.539418198814235e-13,1.4961900077353894e-14,3.3961654929162626e-14,1.9219126184956854e-14,4.0090488130203963e-15
5.35125,7.9339812307494751e-14,1.8382838846569347e-13,1.5357009311920834e-13,1.4919315391792058e-14,3.4012494752758488e-14,1.91509844068283e-14,4.0065785852123329e-15
5.3515,7.8907617569772164e-14,1.8094420689279695e-13,1.5316799798101219e-13,1.487920171981489e-14,3.4081209644287599e-14,1.9086036802319344e-14,4.0044539676141445e-15
5.35175,7.8479909037952673e-14,1.7831683507343594e-13,1.5278692586341704e-13,1.4834663584194454e-14,3.4122250732195615e-14,1.9023936661699558e-14,4.0031295815005287e-15
5.352,7.8059393228094978e-14,1.759000002104729e-13,1.5236897305730348e-13,1.4791793723665062e-14,3.4163209854290795e-14,1.8961796752473639e-14,4.0014257163965307e-15
5.35225,7.7644383491829238e-14,1.7366394313356467e-13,1.5189574972718687e-13,1.4751219432477885e-14,3.4203341908581301e-14,1.8901844886199007e-14,3.9984283384496667e-15
5.3525,7.7223047697061842e-14,1.7164558290539533e-13,1.5141801930073449e-13,1.4707526729216447e-14,3.4203427128319987e-14,1.8845952896823364e-14,3.9949251460191567e-15
5.35275,7.6797302855749436e-14,1.6983143811985301e-13,1.5089451835691792e-13,1.4666154139840537e-14,3.4201981261101283e-14,1.8793285107251102e-14,3.9909040464103156e-15
5.353,7.6367832475515805e-14,1.6821803074204713e-13,1.5032092949292486e-13,1.4627639959998869e-14,3.421176983460167e-14,1.874604248527993e-14,3.986719208234162e-15
5.35325,7.5935831314630119e-14,1.6682349360731002e-13,1.4975123143672489e-13,1.4586988420794756e-14,3.4200585243571114e-14,1.8704145178117724e-14,3.9834902545462467e-15
5.3535,7.5508254728293879e-14,1.6561873716796969e-13,1.4919107514275152e-13,1.4546385800468463e-14,3.4164298782781734e-14,1.8666785350422783e-14,3.9812352849785888e-15
5.35375,7.50798609473179e-14,1.6454830445277864e-13,1.4858172045191471e-13,1.4510484039111459e-14,3.4141773358950635e-14,1.8633455072800071e-14,3.9791664500441519e-15
5.354,7.4649503222569705e-14,1.6361337227228088e-13,1.4790600693731332e-13,1.4477338162140487e-14,3.4136093510142284e-14,1.8605374485625817e-14,3.9770952134250557e-15
5.35425,7.4220110305423217e-14,1.6283664469277885e-13,1.4716938189464086e-13,1.4444688957611854e-14,3.413736226907773e-14,1.8584970407170262e-14,3.975284897413733e-15
5.3545,7.3801994299692883e-14,1.6223108981544742e-13,1.4643101062843343e-13,1.4405806997457643e-14,3.4094061063661874e-14,1.8570518780128778e-14,3.9744051344410494e-15
5.35475,7.339171114982717e-14,1.6177450984283784e-13,1.4570407699545252e-13,1.4362867010351224e-14,3.400251221931174e-14,1.8559616986139188e-14,3.9736469042119358e-15
5.355,7.2977056743024535e-14,1.6143229897375534e-13,1.4494927932310123e-13,1.4323149413514945e-14,3.3909889342541819e-14,1.8550415309204784e-14,3.9718326651545031e-15
5.35525,7.2552521222387486e-14,1.6120352546437253e-13,1.4415165750965182e-13,1.428778838939903e-14,3.3835643124959189e-14,1.8544212999285934e-14,3.968800285095188e-15
5.3555,7.2113608084195328e-14,1.6108317076371876e-13,1.4330676249574247e-13,1.4256181603171729e-14,3.3779900823141204e-14,1.854310737310915e-14,3.9647714605293372e-15
5.35575,7.1682442108516166e-14,1.6108862145047867e-13,1.4245512528513593e-13,1.4222767930347642e-14,3.3694824023446235e-14,1.8545161734781626e-14,3.961331795841861e-15
5.356,7.1259053904422468e-14,1.6119116911558388e-13,1.4160349476195564e-13,1.418834509972819e-14,3.3573761884586583e-14,1.8552899957149936e-14,3.9584317064192448e-15
5.35625,7.0843762078180277e-14,1.6136068356333914e-13,1.4071129626321563e-13,1.4157349245280257e-14,3.346305188115256e-14,1.856878862393132e-14,3.9549513442953262e-15
5.3565,7.0429809997895463e-14,1.6158163623268922e-13,1.3977499771955322e-13,1.4128628364865545e-14,3.3378862453359778e-14,1.8593534189014254e-14,3.9505255945506032e-15
5.35675,7.0009413085490353e-14,1.6185820265333989e-13,1.3880306829923345e-13,1.4101173267938911e-14,3.3313318489436336e-14,1.86277998566884e-14,3.9452815236561831e-15
5.357,6.9590629783957576e-14,1.622012513724603e-13,1.3783410915265838e-13,1.4069935661778357e-14,3.3213431205167732e-14,1.8663018370883686e-14,3.9402170676169779e-15
5.35725,6.9168860465017739e-14,1.6257743044381261e-13,1.3687293729564785e-13,1.4036644110998161e-14,3.3072349120983209e-14,1.8697712716204525e-14,3.9354583228028778e-15
5.3575,6.8747967271405692e-14,1.6295454739313816e-13,1.3588258475154724e-13,1.4007333805726736e-14,3.2940121306484231e-14,1.8734417699430047e-14,3.9304074804082832e-15
5.35775,6.8328363616568378e-14,1.633353466059821e-13,1.3485307326511699e-13,1.398237543899416e-14,3.2833160700633606e-14,1.8776009961705147e-14,3.9245974234429325e-15
5.358,6.791696118215952e-14,1.6374522805513225e-13,1.3378745719443074e-13,1.3960435415648938e-14,3.274906669946365e-14,1.8823826263735194e-14,3.9181079984767037e-15
5.35825,6.7511741846761532e-14,1.6418289031014624e-13,1.3271616454851384e-13,1.3935599265358146e-14,3.2638348224364349e-14,1.8872896088553807e-14,3.9120419128278226e-15
5.3585,6.7108731316537493e-14,1.646047664351158e-13,1.3164344783170683e-13,1.3908320689860277e-14,3.24942047094496e-14,1.8924217830470656e-14,3.9064733030942879e-15
5.35875,6.6693557798935758e-14,1.6498188400677518e-13,1.3054107830403884e-13,1.3883357122586365e-14,3.2355966672931567e-14,1.8984456489273499e-14,3.9005676018756586e-15
5.359,6.6280287066530738e-14,1.6534961980615932e-13,1.2940145750758844e-13,1.3861029812248256e-14,3.2236700936970333e-14,1.9054046288405428e-14,3.8942978622358864e-15
5.35925,6.5865367199482017e-14,1.6569976095185412e-13,1.2823277464883725e-13,1.3840497924223643e-14,3.2133049165636239e-14,1.912916418891662e-14,3.8888878714036908e-15
5.3595,6.5456695752042622e-14,1.6601155982358577e-13,1.270630797645602e-13,1.3817398069847874e-14,3.1996406781370235e-14,1.9207562599350595e-14,3.8852212283094642e-15
5.35975,6.504585280878656e-14,1.6625237916093437e-13,1.2590103844541076e-13,1.3792857967707389e-14,3.1825657825629385e-14,1.9288269096384961e-14,3.8827282373044585e-15
5.36,6.4626971891763526e-14,1.6640668781484529e-13,1.2472614451424113e-13,1.3771102823751827e-14,3.1665529239789143e-14,1.9374660542242833e-14,3.8797662157161447e-15
5.36025,6.42088979385096e-14,1.6648942096368218e-13,1.2353384168622264e-13,1.3752283665773194e-14,3.1523347201732185e-14,1.9466496748975752e-14,3.8755017322422729e-15
5.3605,6.3799686837890172e-14,1.6650265770574247e-13,1.2232003385063259e-13,1.3735648125219113e-14,3.1391795235096382e-14,1.9558268261059699e-14,3.8700086453244011e-15
5.36075,6.3402450928473219e-14,1.664700452620391e-13,1.2108678667186291e-13,1.3716546245032417e-14,3.1222799782210517e-14,1.96416584036209e-14,3.8641108066838893e-15
5.361,6.3021007975586233e-14,1.6638833141366686e-13,1.1983747299717367e-13,1.3695915169416902e-14,3.1015495706928146e-14,1.9718170281546368e-14,3.8583933198705828e-15
5.36125,6.2631917636725037e-14,1.6624159851429973e-13,1.1856461205745685e-13,1.3678475757969106e-14,3.0815360334223671e-14,1.9800758110144247e-14,3.8533957005496639e-15
5.3615,6.2233991052937336e-14,1.6602980286637077e-13,1.1726931823603965e-13,1.366436540694495e-14,3.0633870742842618e-14,1.989341329763211e-14,3.8492273747483385e-15
5.36175,6.1832393702417507e-14,1.6575394224212856e-13,1.1596027161490526e-13,1.3652371695115581e-14,3.0464208446832902e-14,1.9996990095410126e-14,3.845655735068482e-15
5.362,6.1434830960864312e-14,1.654258309178135e-13,1.1465492643928173e-13,1.363720118102695e-14,3.0263149070985431e-14,2.0101338512950887e-14,3.8429959432953507e-15
5.36225,6.1042043476749769e-14,1.6507968175537283e-13,1.1335257811971946e-13,1.3619430236952266e-14,3.0034454933893581e-14,2.0209287619685972e-14,3.8408138399655176e-15
5.3625,6.0652505177014918e-14,1.6469105665010031e-13,1.120429404700782e-13,1.3604196757444635e-14,2.982401745058536e-14,2.0326367167490923e-14,3.8380980370891847e-15
5.36275,6.0265234716686511e-14,1.6422200232357268e-13,1.1072793540898361e-13,1.3591686179637886e-14,2.9646061862961167e-14,2.0451908199819686e-14,3.8342352454654704e-15
5.363,5.9882716162068491e-14,1.6366604836019233e-13,1.0940894270115051e-13,1.3581254621272507e-14,2.9488935987525627e-14,2.0583907886549413e-14,3.8292825134182062e-15
5.36325,5.9498483870230697e-14,1.6305777963316177e-13,1.0809327462713085e-13,1.3567790824933425e-14,2.9299210521000505e-14,2.070754951977248e-14,3.8250482165150283e-15
5.3635,5.9115872542688646e-14,1.6240295544725624e-13,1.0678279434761946e-13,1.3551722769966561e-14,2.9071373253472944e-14,2.0822304704856002e-14,3.8220010468007659e-15
5.36375,5.8728469398525724e-14,1.6168237447243157e-13,1.0547621925309726e-13,1.3538297339739836e-14,2.8849207110646087e-14,2.0942203279142904e-14,3.8195146337653952e-15
5.364,5.8336075549740063e-14,1.6089477470978346e-13,1.041709314694804e-13,1.3528095148213466e-14,2.8646450180195058e-14,2.1068429827138062e-14,3.8171505437962779e-15
5.36425,5.7956487406565173e-14,1.6006480811715611e-13,1.0286195805274106e-13,1.3520066329596428e-14,2.8459506528023428e-14,2.1200407521789534e-14,3.8148193130845842e-15
5.3645,5.759017905339399e-14,1.5922216469809214e-13,1.0155431409120199e-13,1.3508198595788396e-14,2.8248306377130962e-14,2.1327906369315041e-14,3.8135032851665802e-15
5.36475,5.7232663232626239e-14,1.5835807947611491e-13,1.0025231509755589e-13,1.3492912463184086e-14,2.8010344759800491e-14,2.1451339168757414e-14,3.8131878523293812e-15
5.365,5.6872162939015596e-14,1.574452580210349e-13,9.8955205791501899e-14,1.347991512916446e-14,2.7784454276293467e-14,2.1582217692054028e-14,3.8128918730381644e-15
5.36525,5.6500188911893687e-14,1.5647771646212899e-13,9.7670584803560373e-14,1.3470073006680329e-14,2.7579674674648244e-14,2.1721323743633367e-14,3.8117634880629943e-15
5.3655,5.6129205783550585e-14,1.5548516632169008e-13,9.6404198159159225e-14,1.3462440400366531e-14,2.7388910174171742e-14,2.1866645434920648e-14,3.8096357627010906e-15
5.36575,5.5760285572980479e-14,1.5448705549797324e-13,9.5145397214224121e-14,1.345072846409721e-14,2.7171313489067214e-14,2.1998828074117487e-14,3.8079422200928163e-15
5.366,5.5395490580145728e-14,1.5346493996677566e-13,9.3895694694222804e-14,1.3435267069501344e-14,2.6927248098795935e-14,2.2113707321859769e-14,3.8070286273016667e-15
5.36625,5.5024966504447712e-14,1.5239025582472255e-13,9.2654037298307752e-14,1.342289596040267e-14,2.669604945363578e-14,2.223015217912529e-14,3.8062622167841557e-15
5.3665,5.4654799711253987e-14,1.5126465962936103e-13,9.1426488601389067e-14,1.3414000757648483e-14,2.6486600265082393e-14,2.2359413285664227e-14,3.8051011768517556e-15
5.36675,5.4283451123221702e-14,1.5009805728938311e-13,9.022335451710338e-14,1.3407607576533313e-14,2.6292595200884109e-14,2.2501690249921646e-14,3.8038428594250081e-15
5.367,5.3931024087960732e-14,1.4891909110694564e-13,8.9044799525121852e-14,1.3396386508513034e-14,2.6075193705619351e-14,2.2639043006176226e-14,3.8030590208579763e-15
5.36725,5.3594286143563591e-14,1.4773834984067372e-13,8.7888156936467707e-14,1.3380211237835836e-14,2.5832271146085971e-14,2.2769293960191392e-14,3.8024991798198414e-15
5.3675,5.3256645852887813e-14,1.4653682274833057e-13,8.6764774196250935e-14,1.3366330001133704e-14,2.5599786519721696e-14,2.2909929984762773e-14,3.8013516629589619e-15
5.36775,5.2913914522477081e-14,1.4530800447558573e-13,8.566714679759468e-14,1.3355935289520615e-14,2.5386401857274139e-14,2.3066053173818843e-14,3.7992788755663058e-15
5.368,5.2573787865021787e-14,1.4406433280866275e-13,8.4579982077494383e-14,1.3343511789894561e-14,2.5162059853796191e-14,2.322062575113696e-14,3.7963202822122587e-15
5.36825,5.2239470127331737e-14,1.4280822083152424e-13,8.3507270778733939e-14,1.3328591522273896e-14,2.492314940574636e-14,2.3365717365609855e-14,3.792836568432345e-15
5.3685,5.1899376314781341e-14,1.4151726500572124e-13,8.2465395070908325e-14,1.331694217283941e-14,2.4697744127872839e-14,2.3516447683924589e-14,3.7896808682187469e-15
5.36875,5.1554326423641918e-14,1.402009604709281e-13,8.1453640123793768e-14,1.3308673705669926e-14,2.4488197089414699e-14,2.3677597264687626e-14,3.787528700402867e-15
5.369,5.1212459919338003e-14,1.3888078864967014e-13,8.0458468734771367e-14,1.3296664593548186e-14,2.4264319190410185e-14,2.3829923084700859e-14,3.7866953357288332e-15
5.36925,5.0872786493348876e-14,1.3755182634578865e-13,7.9479648512819005e-14,1.3280293170987992e-14,2.4023856196892035e-14,2.3973529455893004e-14,3.7868665687441419e-15
5.3695,5.0530007312451162e-14,1.3619097053350111e-13,7.85319091718628e-14,1.3266915960265322e-14,2.3793884424089259e-14,2.412623263001895e-14,3.7871095437379561e-15
5.36975,5.0190927673317833e-14,1.3480006946050481e-13,7.7619596598687542e-14,1.3257382870963967e-14,2.3579168439729248e-14,2.4291590807981563e-14,3.7867695370683916e-15
5.37,4.9863226668165365e-14,1.3340710315475021e-13,7.6733817447247485e-14,1.3244649122076021e-14,2.3351653539973143e-14,2.445186315364992e-14,3.7858775659626828e-15
5.37025,4.9551377308361991e-14,1.3201833931200138e-13,7.587592454386608e-14,1.3228531303795286e-14,2.3109322248815064e-14,2.4602744008161273e-14,3.7842512365735279e-15
5.3705,4.9245490791312656e-14,1.3062055787244353e-13,7.5059087520478237e-14,1.3216347463915543e-14,2.2881356754798846e-14,2.476318874759656e-14,3.7817679955801436e-15
5.37075,4.8933128399329857e-14,1.2921212297202292e-13,7.4282737798371683e-14,1.3208492899387063e-14,2.2672872313020966e-14,2.493863316862879e-14,3.7790274376841015e-15
5.371,4.8621297509304774e-14,1.2781880167882431e-13,7.3526193083924514e-14,1.3196827559324509e-14,2.2454531952567813e-14,2.5108380201953956e-14,3.7775721927480529e-15
5.37125,4.8312018466716839e-14,1.2644200978186491e-13,7.2787942905228305e-14,1.3180643795382898e-14,2.2224691827780718e-14,2.5267611543230221e-14,3.7771067972157605e-15
5.3715,4.7996093845263854e-14,1.2505259336244182e-13,7.2082537648422508e-14,1.3167620484877844e-14,2.2011240047738943e-14,2.5435627941688561e-14,3.7770445753378702e-15
5.37175,4.7674389775232051e-14,1.2364380315404148e-13,7.1408939576470624e-14,1.3158871873914341e-14,2.1816856608506439e-14,2.5614144117899916e-14,3.7775723377107855e-15
5.372,4.7358476319090118e-14,1.2224265367394042e-13,7.0753612095111099e-14,1.3146807327789138e-14,2.1613084204574657e-14,2.578358274322451e-14,3.7788138582011751e-15
5.37225,4.7052163977537597e-14,1.2084857530001877e-13,7.0118441533326775e-14,1.3130806018043601e-14,2.1396813663852669e-14,2.5945268501825471e-14,3.7801795115565668e-15
5.3725,4.6749567014478884e-14,1.1943602635446703e-13,6.9521097934817743e-14,1.3118890035639175e-14,2.1192057370404051e-14,2.6119343241334802e-14,3.7805284490462595e-15
5.37275,4.6449252084182745e-14,1.1800443759988432e-13,6.8964594257995567e-14,1.3111564861761469e-14,2.100188786416647e-14,2.6305918672198039e-14,3.7794670614321095e-15
5.373,4.615227532860086e-14,1.1658134598107258e-13,6.8433654577940543e-14,1.3099938701923853e-14,2.0803704223842042e-14,2.6483610511204748e-14,3.7776062006066168e-15
5.37325,4.5862078231947255e-14,1.1517975896681488e-13,6.7922859217233145e-14,1.3083470629087595e-14,2.0597494884695639e-14,2.6649320012356725e-14,3.775907705116192e-15
5.3735,4.5570194170640628e-14,1.1378266133728329e-13,6.7443724071365279e-14,1.3071189605437336e-14,2.0407689641355438e-14,2.6821637399365505e-14,3.7751937793062416e-15
5.37375,4.5276131600465181e-14,1.1238499283257441e-13,6.6997582077442145e-14,1.306412292042085e-14,2.0235475078125324e-14,2.7003057844962005e-14,3.7751203157340142e-15
5.374,4.4984629909276737e-14,1.1100627063209912e-13,6.6569777923606056e-14,1.305332082905383e-14,2.0054086487687124e-14,2.7172294008193857e-14,3.7754260266832602e-15
5.37425,4.4698387745718773e-14,1.0964124470200202e-13,6.6160304079177364e-14,1.3038294638456871e-14,1.9858952886969229e-14,2.7327016245892857e-14,3.775539738842423e-15
5.3745,4.4415090859287335e-14,1.0826099612308018e-13,6.5787976018861438e-14,1.3028233989542391e-14,1.9672004952478901e-14,2.7485796726642894e-14,3.7744763774532245e-15
5.37475,4.4131991548697875e-14,1.0686383269328227e-13,6.5454811421633532e-14,1.3023835237406995e-14,1.9497368420977357e-14,2.7652905192019124e-14,3.7717268942594024e-15
5.375,4.384998365197099e-14,1.0548361866089113e-13,6.5142147737595863e-14,1.3016332552605409e-14,1.931330471393016e-14,2.7813068849457546e-14,3.7676472333160006e-15
5.37525,4.3577541470192985e-14,1.0413859292681347e-13,6.4846486950123585e-14,1.30046757906646e-14,1.9119028524155246e-14,2.7966146510903714e-14,3.7630778076642894e-15
5.3755,4.3311280294310515e-14,1.0280685634057704e-13,6.4584146002165605e-14,1.2997879777701568e-14,1.89365548740517e-14,2.8129978905050407e-14,3.7585983433151669e-15
5.37575,4.3042788965220715e-14,1.0147647772851365e-13,6.435783526033919e-14,1.2996947134841382e-14,1.8769077279644414e-14,2.8307600250406613e-14,3.7550598765623405e-15
5.376,4.2778954092396451e-14,1.0015659930304487e-13,6.4152100825796191e-14,1.2992829039501819e-14,1.8595764321890073e-14,2.847716930948504e-14,3.7530536963470477e-15
5.37625,4.2520860881962965e-14,9.8848478923954647e-14,6.3963680897901734e-14,1.2984717126170328e-14,1.8414862463141401e-14,2.8635025152527535e-14,3.7527561814330871e-15
5.3765,4.2268512738384847e-14,9.7531383573880606e-14,6.3809533554824918e-14,1.2981212083477551e-14,1.8245438876582354e-14,2.8803809418583774e-14,3.7533755352126882e-15
5.37675,4.2010615220953716e-14,9.6212387393167992e-14,6.3690369484672285e-14,1.2983537474289052e-14,1.8090105232368631e-14,2.8985043799132752e-14,3.7540383120450147e-15
5.377,4.1755504481561754e-14,9.4923533730560426e-14,6.3584256013383381e-14,1.2982711233134272e-14,1.7930018109666404e-14,2.9154612818100511e-14,3.7544000158431894e-15
5.37725,4.1506956279167137e-14,9.3675203388770518e-14,6.3486918997236054e-14,1.2978207005173747e-14,1.7764444877806859e-14,2.9310344664246484e-14,3.7542452802317096e-15
5.3775,4.1255648395648214e-14,9.2439787864526603e-14,6.3415675027178365e-14,1.2979271904097125e-14,1.7611401919140697e-14,2.9470891464879199e-14,3.7533697873696227e-15
5.37775,4.0998779868493972e-14,9.1200011232389256e-14,6.337411020250157e-14,1.2986724565101091e-14,1.7473546015907629e-14,2.9636310750547208e-14,3.7517990187143549e-15
5.378,4.0747408442587492e-14,8.9963921618670485e-14,6.3348229335712531e-14,1.2991191066489594e-14,1.7333602587191144e-14,2.9788808779784579e-14,3.7497164593450186e-15
5.37825,4.0507254085017034e-14,8.8739747703619812e-14,6.3337187502172715e-14,1.2991999474011376e-14,1.7191355336379977e-14,2.992772365005812e-14,3.7474169893250279e-15
5.3785,4.0265913533838001e-14,8.7517530269184779e-14,6.3357071876561524e-14,1.2997846157859627e-14,1.7062809741413854e-14,3.007637539121402e-14,3.7447107534645137e-15
5.37875,4.0023995766243875e-14,8.6302297575604355e-14,6.3410015264787368e-14,1.3009588624972026e-14,1.6947532155882871e-14,3.0237481604687883e-14,3.741639677476164e-15
5.379,3.9792524863638861e-14,8.5116268739235759e-14,6.3474904480343231e-14,1.3018314265259736e-14,1.6828972284379593e-14,3.0392150161501084e-14,3.7382947594854964e-15
5.37925,3.9573558111564842e-14,8.3960642402078252e-14,6.3545935987542969e-14,1.3023339314811287e-14,1.6705392886237657e-14,3.0541754448161462e-14,3.7353765531875694e-15
5.3795,3.9354081317020821e-14,8.2809645627139242e-14,6.3640020963294501e-14,1.3033629382652017e-14,1.6591788157502216e-14,3.0705357946107338e-14,3.7335874783097894e-15
5.37975,3.9127183626247506e-14,8.1658749537781417e-14,6.3758847086177132e-14,1.3050677866939197e-14,1.649044277244157e-14,3.0881417385541442e-14,3.7328795154250163e-15
5.38,3.8910234806338116e-14,8.0529267425182546e-14,6.3881486853892048e-14,1.3066140516993595e-14,1.6388894506115215e-14,3.1047805607174956e-14,3.7328631791843169e-15
5.38025,3.8706230417860843e-14,7.9424342541010848e-14,6.4000016935622938e-14,1.3078828579356975e-14,1.6288004105569237e-14,3.1203284097853662e-14,3.7330826239850112e-15
5.3805,3.8498720480148946e-14,7.8331762105448265e-14,6.4131019676097379e-14,1.3096386018782701e-14,1.619897637132243e-14,3.1364528313489964e-14,3.7332522928994867e-15
5.38075,3.8288235489098175e-14,7.7246405555013903e-14,6.4278832406816352e-14,1.311932239210504e-14,1.6120305687311198e-14,3.1538327977405113e-14,3.7333295040238599e-15
5.381,3.8088898715443749e-14,7.6180585210865498e-14,6.4422336686915679e-14,1.3139583228554536e-14,1.6039410925874889e-14,3.170522500963851e-14,3.7332233075021687e-15
5.38125,3.7901956065465531e-14,7.5133546027142353e-14,6.4554536157074605e-14,1.3156592170549101e-14,1.5955568098001148e-14,3.1862299650138616e-14,3.7333730645603359e-15
5.3815,3.7705350571149939e-14,7.4093018555419989e-14,6.4694308617743275e-14,1.3177981858092239e-14,1.587889259815366e-14,3.2028611849796846e-14,3.73422932683456e-15
5.38175,3.7503513347294918e-14,7.3054515568138119e-14,6.4848383480381332e-14,1.320482346314065e-14,1.5808688410208807e-14,3.2206593839627888e-14,3.7356953662977831e-15
5.382,3.7313100465782364e-14,7.2031453581907002e-14,6.4998923458328892e-14,1.3229706430627618e-14,1.5734883361780782e-14,3.2377545882910206e-14,3.7372712943325162e-15
5.38225,3.713526799463148e-14,7.1027570362930451e-14,6.5138928550996501e-14,1.3252003662362573e-14,1.5658796142499119e-14,3.2537703722506138e-14,3.7386174823108099e-15
5.3825,3.6957843482265158e-14,7.0035391788331738e-14,6.5281124583230553e-14,1.3278991399249627e-14,1.5591058229032096e-14,3.2706500724425301e-14,3.7397413909509884e-15
5.38275,3.6775363317797889e-14,6.9051664021357554e-14,6.5428521187686948e-14,1.3311745095864159e-14,1.5532524977946268e-14,3.2887202314430968e-14,3.7407332511846898e-15
5.383,3.6596888419291627e-14,6.8088722550386026e-14,6.5566794140126374e-14,1.3343035263464975e-14,1.5475451924091827e-14,3.3061384056654403e-14,3.7414754744166565e-15
5.38325,3.6423595896928072e-14,6.7149537814094771e-14,6.5692415910393444e-14,1.3371880456513951e-14,1.5419960592408782e-14,3.3227871980491627e-14,3.742159123879869e-15
5.3835,3.6241820493798906e-14,6.6220273399928449e-14,6.5822723350673789e-14,1.3405386051894139e-14,1.5373010775273154e-14,3.3403451825824862e-14,3.7433333103902505e-15
5.38375,3.606039174398746e-14,6.5296908986630011e-14,6.5953968521019736e-14,1.3444549790476965e-14,1.5333848755183266e-14,3.3588573445900001e-14,3.7450862574167955e-15
5.384,3.5899180807798016e-14,6.4398603139648589e-14,6.6064883516734346e-14,1.3482197531363483e-14,1.5295805896021036e-14,3.3766993904703876e-14,3.7470506819169847e-15
5.38425,3.5751259687426406e-14,6.3525374605482168e-14,6.6145669888240887e-14,1.351746068619595e-14,1.5259879332244487e-14,3.3942749954599851e-14,3.749294069939402e-15
5.3845,3.5592200386146212e-14,6.2662901610040738e-14,6.6213751925849103e-14,1.3556623814265107e-14,1.5232629618650264e-14,3.4124937412653794e-14,3.7523802422959493e-15
5.38475,3.542863092031256e-14,6.1803445634268999e-14,6.6278603623585611e-14,1.3600571131687337e-14,1.5214592414940898e-14,3.4313057828352424e-14,3.7564510933485042e-15
5.385,3.5277970110964263e-14,6.0956376105456525e-14,6.6326468540447203e-14,1.3643161741630772e-14,1.5199005372791878e-14,3.4496848845221083e-14,3.7607579861476896e-15
5.38525,3.5140275166686571e-14,6.0120588608693375e-14,6.6355507757949538e-14,1.3683529963921617e-14,1.5184999404757346e-14,3.4672858194709995e-14,3.76491533749301e-15
5.3855,3.4997620148119479e-14,5.9289035912552991e-14,6.6386076001256518e-14,1.3727849610041631e-14,1.5176872022343769e-14,3.4848925510482477e-14,3.7691655757886815e-15
5.38575,3.4843468211106493e-14,5.8465148824868296e-14,6.642151978545509e-14,1.3777150018767542e-14,1.5174673002463131e-14,3.5027195695263597e-14,3.7734747551494656e-15
5.386,3.4695203930644288e-14,5.7665183149202815e-14,6.6443159982447142e-14,1.3825299928604123e-14,1.5172868570130474e-14,3.5198307303187884e-14,3.7774754173438509e-15
5.38625,3.455605479402495e-14,5.6890671821039119e-14,6.6440462203967192e-14,1.3871225971879315e-14,1.5170431381793928e-14,3.5366556924511413e-14,3.7812063695810766e-15
5.3865,3.4412578313020599e-14,5.6125655906848038e-14,6.6433639530584748e-14,1.3920445029850903e-14,1.5170862024845133e-14,3.5542734985554782e-14,3.7847739210606648e-15
5.38675,3.4266300607209304e-14,5.5362157688885388e-14,6.6431493479704401e-14,1.3974057326128029e-14,1.5175470576577899e-14,3.5724505864357426e-14,3.7880552282029531e-15
5.387,3.4139585730600295e-14,5.461226606917803e-14,6.641895791259071e-14,1.4026550580571882e-14,1.5183391836565388e-14,3.5897050580620071e-14,3.7910532329625941e-15
5.38725,3.4031983547843171e-14,5.3880415970126646e-14,6.6392485457498679e-14,1.407671100554854e-14,1.5194466650302902e-14,3.6053528526756509e-14,3.7941436631342697e-15
5.3875,3.3918373137536818e-14,5.3157401702524571e-14,6.6369255831005654e-14,1.412968946447471e-14,1.5208715362512677e-14,3.6205090354521063e-14,3.7977155305272878e-15
5.38775,3.3790475713818432e-14,5.2442561160661925e-14,6.6352692030844421e-14,1.4186507736975905e-14,1.5223314693667855e-14,3.6352237672701742e-14,3.8017564951626634e-15
5.388,3.3663263000482043e-14,5.1746334595959339e-14,6.6314356955678729e-14,1.4241856577685401e-14,1.5233153380002877e-14,3.6485806072676205e-14,3.8057027787305017e-15
5.38825,3.3549905814184941e-14,5.1065330439650413e-14,6.6250743260836524e-14,1.4294677794308162e-14,1.5238413364301117e-14,3.66070262060524e-14,3.8093677319068869e-15
5.3885,3.3431019368934363e-14,5.0387446416310481e-14,6.6186747245845325e-14,1.4350125365206642e-14,1.5240738262791763e-14,3.6732689534679421e-14,3.8128053385587399e-15
5.38875,3.3302399981419105e-14,4.9709575204683175e-14,6.613204239331955e-14,1.4409169849626602e-14,1.5241222886031609e-14,3.6867111840972193e-14,3.8159974100159809e-15
5.389,3.3187109167838234e-14,4.9045350301328244e-14,6.6066028402616972e-14,1.4466696584550104e-14,1.5239762475325016e-14,3.6996943789758675e-14,3.8188067931210241e-15
