Physical Time (s),theta_vol Monitor (kg-m/s^3): cv1,theta_vol Monitor (kg-m/s^3): cv2,theta_vol Monitor (kg-m/s^3): cv3,theta_vol Monitor (kg-m/s^3): cv4,theta_vol Monitor (kg-m/s^3): cv5,theta_vol Monitor (kg-m/s^3): cv6,theta_vol Monitor (kg-m/s^3): cv7
0.14643642,0,0,0,0,0,0,0
0.14648706,0,0,0,0,0,0,0
0.14653769,0,0,0,0,0,0,0
0.14658832,0,0,0,0,0,0,0
0.14663896,0,0,0,0,0,0,0
0.1466896,0,0,0,0,0,0,0
0.14674023,0,0,0,0,0,0,0
0.14679086,0,0,0,0,0,0,0
0.1468415,0,0,0,0,0,0,0
0.14689214,0,0,0,0,0,0,0
0.14694277,0,0,0,0,0,0,0
0.1469934,0,0,0,0,0,0,0
0.14704404,0,0,0,0,0,0,0
0.14709468,0,0,0,0,0,0,0
0.14714531,0,0,0,0,0,0,0
0.14719594,0,0,0,0,0,0,0
0.14724658,0,0,0,0,0,0,0
0.14729722,0,0,0,0,0,0,0
0.14734785,0,0,0,0,0,0,0
0.14739848,0,0,0,0,0,0,0
0.14744912,0,0,0,0,0,0,0
0.14749976,0,0,0,0,0,0,0
0.14755039,0,0,0,0,0,0,0
0.14760102,0,0,0,0,0,0,0
0.14765166,0,0,0,0,0,0,0
0.14770229,0,0,0,0,0,0,0
0.14775293,0,0,0,0,0,0,0
0.14780356,0,0,0,0,0,0,0
0.1478542,0,0,0,0,0,0,0
0.14790483,0,0,0,0,0,0,0
0.14795547,0,0,0,0,0,0,0
0.1480061,0,0,0,0,0,0,0
0.14805674,0,0,0,0,0,0,0
0.14810737,0,0,0,0,0,0,0
0.14815801,0,0,0,0,0,0,0
0.14820864,0,0,0,0,0,0,0
0.14825928,0,0,0,0,0,0,0
0.14830991,0,0,0,0,0,0,0
0.14836055,0,0,0,0,0,0,0
0.14841119,0,0,0,0,0,0,0
0.14846182,0,0,0,0,0,0,0
0.14851245,0,0,0,0,0,0,0
0.14856309,0,0,0,0,0,0,0
0.14861373,0,0,0,0,0,0,0
0.14866436,0,0,0,0,0,0,0
0.14871499,0,0,0,0,0,0,0
0.14876563,0,0,0,0,0,0,0
0.14881627,0,0,0,0,0,0,0
0.1488669,0,0,0,0,0,0,0
0.14891753,0,0,0,0,0,0,0
0.14896817,0,0,0,0,0,0,0
0.14901881,0,0,0,0,0,0,0
0.14906944,0,0,0,0,0,0,0
0.14912007,0,0,0,0,0,0,0
0.14917071,0,0,0,0,0,0,0
0.14922135,0,0,0,0,0,0,0
0.14927198,0,0,0,0,0,0,0
0.14932261,0,0,0,0,0,0,0
0.14937325,0,0,0,0,0,0,0
0.14942389,0,0,0,0,0,0,0
0.14947452,0,0,0,0,0,0,0
0.14952515,0,0,0,0,0,0,0
0.14957579,0,0,0,0,0,0,0
0.14962643,0,0,0,0,0,0,0
0.14967706,0,0,0,0,0,0,0
0.14972769,0,0,0,0,0,0,0
0.14977833,0,0,0,0,0,0,0
0.14982897,0,0,0,0,0,0,0
0.1498796,0,0,0,0,0,0,0
0.14993023,0,0,0,0,0,0,0
0.14998087,0,0,0,0,0,0,0
0.15003151,0,0,0,0,0,0,0
0.15008214,0,0,0,0,0,0,0
0.15013277,0,0,0,0,0,0,0
0.15018341,0,0,0,0,0,0,0
0.15023404,0,0,0,0,0,0,0
0.15028468,0,0,0,0,0,0,0
0.15033531,0,0,0,0,0,0,0
0.15038595,0,0,0,0,0,0,0
0.15043658,0,0,0,0,0,0,0
0.15048722,0,0,0,0,0,0,0
0.15053785,0,0,0,0,0,0,0
0.15058849,0,0,0,0,0,0,0
0.15063912,0,0,0,0,0,0,0
0.15068976,0,0,0,0,0,0,0
0.15074039,0,0,0,0,0,0,0
0.15079103,0,0,0,0,0,0,0
0.15084166,0,0,0,0,0,0,0
0.1508923,0,0,0,0,0,0,0
0.15094294,0,0,0,0,0,0,0
0.15099357,0,0,0,0,0,0,0
0.1510442,0,0,0,0,0,0,0
0.15109484,0,0,0,0,0,0,0
0.15114548,0,0,0,0,0,0,0
0.15119611,0,0,0,0,0,0,0
0.15124674,0,0,0,0,0,0,0
0.15129738,0,0,0,0,0,0,0
0.15134802,0,0,0,0,0,0,0
0.15139865,0,0,0,0,0,0,0
0.15144928,0,0,0,0,0,0,0
0.15149992,0,0,0,0,0,0,0
0.15155056,0,0,0,0,0,0,0
0.15160119,0,0,0,0,0,0,0
0.15165182,0,0,0,0,0,0,0
0.15170246,0,0,0,0,0,0,0
0.1517531,0,0,0,0,0,0,0
0.15180373,0,0,0,0,0,0,0
0.15185436,0,0,0,0,0,0,0
0.151905,0,0,0,0,0,0,0
0.15195564,0,0,0,0,0,0,0
0.15200627,0,0,0,0,0,0,0
0.1520569,0,0,0,0,0,0,0
0.15210754,0,0,0,0,0,0,0
0.15215818,0,0,0,0,0,0,0
0.15220881,0,0,0,0,0,0,0
0.15225944,0,0,0,0,0,0,0
0.15231008,0,0,0,0,0,0,0
0.15236072,0,0,0,0,0,0,0
0.15241135,0,0,0,0,0,0,0
0.15246198,0,0,0,0,0,0,0
0.15251262,0,0,0,0,0,0,0
0.15256326,0,0,0,0,0,0,0
0.15261389,0,0,0,0,0,0,0
0.15266452,0,0,0,0,0,0,0
0.15271516,0,0,0,0,0,0,0
0.1527658,0,0,0,0,0,0,0
0.15281643,0,0,0,0,0,0,0
0.15286706,0,0,0,0,0,0,0
0.1529177,0,0,0,0,0,0,0
0.15296833,0,0,0,0,0,0,0
0.15301897,0,0,0,0,0,0,0
0.1530696,0,0,0,0,0,0,0
0.15312024,0,0,0,0,0,0,0
0.15317087,0,0,0,0,0,0,0
0.15322151,0,0,0,0,0,0,0
0.15327214,0,0,0,0,0,0,0
0.15332278,0,0,0,0,0,0,0
0.15337341,0,0,0,0,0,0,0
0.15342405,0,0,0,0,0,0,0
0.15347468,0,0,0,0,0,0,0
0.15352532,0,0,0,0,0,0,0
0.15357595,0,0,0,0,0,0,0
0.15362659,0,0,0,0,0,0,0
0.15367723,0,0,0,0,0,0,0
0.15372786,0,0,0,0,0,0,0
0.15377849,0,0,0,0,0,0,0
0.15382913,0,0,0,0,0,0,0
0.15387977,0,0,0,0,0,0,0
0.1539304,0,0,0,0,0,0,0
0.15398103,0,0,0,0,0,0,0
0.15403167,0,0,0,0,0,0,0
0.15408231,0,0,0,0,0,0,0
0.15413294,0,0,0,0,0,0,0
0.15418357,0,0,0,0,0,0,0
0.15423421,0,0,0,0,0,0,0
0.15428485,0,0,0,0,0,0,0
0.15433548,0,0,0,0,0,0,0
0.15438611,0,0,0,0,0,0,0
0.15443675,0,0,0,0,0,0,0
0.15448739,0,0,0,0,0,0,0
0.15453802,0,0,0,0,0,0,0
0.15458865,0,0,0,0,0,0,0
0.15463929,0,0,0,0,0,0,0
0.15468993,0,0,0,0,0,0,0
0.15474056,0,0,0,0,0,0,0
0.15479119,0,0,0,0,0,0,0
0.15484183,0,0,0,0,0,0,0
0.15489247,0,0,0,0,0,0,0
0.1549431,0,0,0,0,0,0,0
0.15499373,0,0,0,0,0,0,0
0.15504437,0,0,0,0,0,0,0
0.15509501,0,0,0,0,0,0,0
0.15514564,0,0,0,0,0,0,0
0.15519627,0,0,0,0,0,0,0
0.15524691,0,0,0,0,0,0,0
0.15529755,0,0,0,0,0,0,0
0.15534818,0,0,0,0,0,0,0
0.15539881,0,0,0,0,0,0,0
0.15544945,0,0,0,0,0,0,0
0.15550009,0,0,0,0,0,0,0
0.15555072,0,0,0,0,0,0,0
0.15560135,0,0,0,0,0,0,0
0.15565199,0,0,0,0,0,0,0
0.15570262,0,0,0,0,0,0,0
0.15575326,0,0,0,0,0,0,0
0.15580389,0,0,0,0,0,0,0
0.15585453,0,0,0,0,0,0,0
0.15590516,0,0,0,0,0,0,0
0.1559558,0,0,0,0,0,0,0
0.15600643,0,0,0,0,0,0,0
0.15605707,0,0,0,0,0,0,0
0.1561077,0,0,0,0,0,0,0
0.15615834,0,0,0,0,0,0,0
0.15620897,0,0,0,0,0,0,0
0.15625961,0,0,0,0,0,0,0
0.15631024,0,0,0,0,0,0,0
0.15636088,0,0,0,0,0,0,0
0.15641152,0,0,0,0,0,0,0
0.15646215,0,0,0,0,0,0,0
0.15651278,0,0,0,0,0,0,0
0.15656342,0,0,0,0,0,0,0
0.15661406,0,0,0,0,0,0,0
0.15666469,0,0,0,0,0,0,0
0.15671532,0,0,0,0,0,0,0
0.15676596,0,0,0,0,0,0,0
0.1568166,0,0,0,0,0,0,0
0.15686723,0,0,0,0,0,0,0
0.15691786,0,0,0,0,0,0,0
0.1569685,0,0,0,0,0,0,0
0.15701914,0,0,0,0,0,0,0
0.15706977,0,0,0,0,0,0,0
0.1571204,0,0,0,0,0,0,0
0.15717104,0,0,0,0,0,0,0
0.15722168,0,0,0,0,0,0,0
0.15727231,0,0,0,0,0,0,0
0.15732294,0,0,0,0,0,0,0
0.15737358,0,0,0,0,0,0,0
0.15742422,0,0,0,0,0,0,0
0.15747485,0,0,0,0,0,0,0
0.15752548,0,0,0,0,0,0,0
0.15757612,0,0,0,0,0,0,0
0.15762676,0,0,0,0,0,0,0
0.15767739,0,0,0,0,0,0,0
0.15772802,0,0,0,0,0,0,0
0.15777866,0,0,0,0,0,0,0
0.1578293,0,0,0,0,0,0,0
0.15787993,0,0,0,0,0,0,0
0.15793056,0,0,0,0,0,0,0
0.1579812,0,0,0,0,0,0,0
0.15803184,0,0,0,0,0,0,0
0.15808247,0,0,0,0,0,0,0
0.1581331,0,0,0,0,0,0,0
0.15818374,0,0,0,0,0,0,0
0.15823437,0,0,0,0,0,0,0
0.15828501,0,0,0,0,0,0,0
0.15833564,0,0,0,0,0,0,0
0.15838628,0,0,0,0,0,0,0
0.15843691,0,0,0,0,0,0,0
0.15848755,0,0,0,0,0,0,0
0.15853818,0,0,0,0,0,0,0
0.15858882,0,0,0,0,0,0,0
0.15863945,0,0,0,0,0,0,0
0.15869009,0,0,0,0,0,0,0
0.15874072,0,0,0,0,0,0,0
0.15879136,0,0,0,0,0,0,0
0.15884199,0,0,0,0,0,0,0
0.15889263,0,0,0,0,0,0,0
0.15894327,0,0,0,0,0,0,0
0.1589939,0,0,0,0,0,0,0
0.15904453,0,0,0,0,0,0,0
0.15909517,0,0,0,0,0,0,0
0.15914581,0,0,0,0,0,0,0
0.15919644,0,0,0,0,0,0,0
0.15924707,0,0,0,0,0,0,0
0.15929771,0,0,0,0,0,0,0
0.15934835,0,0,0,0,0,0,0
0.15939898,0,0,0,0,0,0,0
0.15944961,0,0,0,0,0,0,0
0.15950025,0,0,0,0,0,0,0
0.15955089,0,0,0,0,0,0,0
0.15960152,0,0,0,0,0,0,0
0.15965215,0,0,0,0,0,0,0
0.15970279,0,0,0,0,0,0,0
0.15975343,0,0,0,0,0,0,0
0.15980406,0,0,0,0,0,0,0
0.15985469,0,0,0,0,0,0,0
0.15990533,0,0,0,0,0,0,0
0.15995597,0,0,0,0,0,0,0
0.1600066,0,0,0,0,0,0,0
0.16005723,0,0,0,0,0,0,0
0.16010787,0,0,0,0,0,0,0
0.16015851,0,0,0,0,0,0,0
0.16020914,0,0,0,0,0,0,0
0.16025977,0,0,0,0,0,0,0
0.16031041,0,0,0,0,0,0,0
0.16036105,0,0,0,0,0,0,0
0.16041168,0,0,0,0,0,0,0
0.16046231,0,0,0,0,0,0,0
0.16051295,0,0,0,0,0,0,0
0.16056359,0,0,0,0,0,0,0
0.16061422,0,0,0,0,0,0,0
0.16066485,0,0,0,0,0,0,0
0.16071549,0,0,0,0,0,0,0
0.16076613,0,0,0,0,0,0,0
0.16081676,0,0,0,0,0,0,0
0.16086739,0,0,0,0,0,0,0
0.16091803,0,0,0,0,0,0,0
0.16096866,0,0,0,0,0,0,0
0.1610193,0,0,0,0,0,0,0
0.16106993,0,0,0,0,0,0,0
0.16112057,0,0,0,0,0,0,0
0.1611712,0,0,0,0,0,0,0
0.16122184,0,0,0,0,0,0,0
0.16127247,0,0,0,0,0,0,0
0.16132311,0,0,0,0,0,0,0
0.16137374,0,0,0,0,0,0,0
0.16142438,0,0,0,0,0,0,0
0.16147501,0,0,0,0,0,0,0
0.16152565,0,0,0,0,0,0,0
0.16157628,0,0,0,0,0,0,0
0.16162692,0,0,0,0,0,0,0
0.16167756,0,0,0,0,0,0,0
0.16172819,0,0,0,0,0,0,0
0.16177882,0,0,0,0,0,0,0
0.16182946,0,0,0,0,0,0,0
0.1618801,0,0,0,0,0,0,0
0.16193073,0,0,0,0,0,0,0
0.16198136,0,0,0,0,0,0,0
0.162032,0,0,0,0,0,0,0
0.16208264,0,0,0,0,0,0,0
0.16213327,0,0,0,0,0,0,0
0.1621839,0,0,0,0,0,0,0
0.16223454,0,0,0,0,0,0,0
0.16228518,0,0,0,0,0,0,0
0.16233581,0,0,0,0,0,0,0
0.16238644,0,0,0,0,0,0,0
0.16243708,0,0,0,0,0,0,0
0.16248772,0,0,0,0,0,0,0
0.16253835,0,0,0,0,0,0,0
0.16258898,0,0,0,0,0,0,0
0.16263962,0,0,0,0,0,0,0
0.16269026,0,0,0,0,0,0,0
0.16274089,0,0,0,0,0,0,0
0.16279152,0,0,0,0,0,0,0
0.16284216,0,0,0,0,0,0,0
0.1628928,0,0,0,0,0,0,0
0.16294343,0,0,0,0,0,0,0
0.16299406,0,0,0,0,0,0,0
0.1630447,0,0,0,0,0,0,0
0.16309534,0,0,0,0,0,0,0
0.16314597,0,0,0,0,0,0,0
0.1631966,0,0,0,0,0,0,0
0.16324724,0,0,0,0,0,0,0
0.16329788,0,0,0,0,0,0,0
0.16334851,0,0,0,0,0,0,0
0.16339914,0,0,0,0,0,0,0
0.16344978,0,0,0,0,0,0,0
0.16350042,0,0,0,0,0,0,0
0.16355105,0,0,0,0,0,0,0
0.16360168,0,0,0,0,0,0,0
0.16365232,0,0,0,0,0,0,0
0.16370295,0,0,0,0,0,0,0
0.16375359,0,0,0,0,0,0,0
0.16380422,0,0,0,0,0,0,0
0.16385486,0,0,0,0,0,0,0
0.16390549,0,0,0,0,0,0,0
0.16395613,0,0,0,0,0,0,0
0.16400676,0,0,0,0,0,0,0
0.1640574,0,0,0,0,0,0,0
0.16410803,0,0,0,0,0,0,0
0.16415867,0,0,0,0,0,0,0
0.1642093,0,0,0,0,0,0,0
0.16425994,0,0,0,0,0,0,0
0.16431057,0,0,0,0,0,0,0
0.16436121,0,0,0,0,0,0,0
0.16441185,0,0,0,0,0,0,0
0.16446248,0,0,0,0,0,0,0
0.16451311,0,0,0,0,0,0,0
0.16456375,0,0,0,0,0,0,0
0.16461439,0,0,0,0,0,0,0
0.16466502,0,0,0,0,0,0,0
0.16471565,0,0,0,0,0,0,0
0.16476629,0,0,0,0,0,0,0
0.16481693,0,0,0,0,0,0,0
0.16486756,0,0,0,0,0,0,0
0.16491819,0,0,0,0,0,0,0
0.16496883,0,0,0,0,0,0,0
0.16501947,0,0,0,0,0,0,0
0.1650701,0,0,0,0,0,0,0
0.16512073,0,0,0,0,0,0,0
0.16517137,0,0,0,0,0,0,0
0.16522201,0,0,0,0,0,0,0
0.16527264,0,0,0,0,0,0,0
0.16532327,0,0,0,0,0,0,0
0.16537391,0,0,0,0,0,0,0
0.16542455,0,0,0,0,0,0,0
0.16547518,0,0,0,0,0,0,0
0.16552581,0,0,0,0,0,0,0
0.16557645,0,0,0,0,0,0,0
0.16562709,0,0,0,0,0,0,0
0.16567772,0,0,0,0,0,0,0
0.16572835,0,0,0,0,0,0,0
0.16577899,0,0,0,0,0,0,0
0.16582963,0,0,0,0,0,0,0
0.16588026,0,0,0,0,0,0,0
0.16593089,0,0,0,0,0,0,0
0.16598153,0,0,0,0,0,0,0
0.16603217,0,0,0,0,0,0,0
0.1660828,0,0,0,0,0,0,0
0.16613343,0,0,0,0,0,0,0
0.16618407,0,0,0,0,0,0,0
0.1662347,0,0,0,0,0,0,0
0.16628534,0,0,0,0,0,0,0
0.16633597,0,0,0,0,0,0,0
0.16638661,0,0,0,0,0,0,0
0.16643724,0,0,0,0,0,0,0
0.16648788,0,0,0,0,0,0,0
0.16653851,0,0,0,0,0,0,0
0.16658915,0,0,0,0,0,0,0
0.16663978,0,0,0,0,0,0,0
0.16669042,0,0,0,0,0,0,0
0.16674105,0,0,0,0,0,0,0
0.16679169,0,0,0,0,0,0,0
0.16684232,0,0,0,0,0,0,0
0.16689296,0,0,0,0,0,0,0
0.1669436,0,0,0,0,0,0,0
0.16699423,0,0,0,0,0,0,0
0.16704486,0,0,0,0,0,0,0
0.1670955,0,0,0,0,0,0,0
0.16714614,0,0,0,0,0,0,0
0.16719677,0,0,0,0,0,0,0
0.1672474,0,0,0,0,0,0,0
0.16729804,0,0,0,0,0,0,0
0.16734868,0,0,0,0,0,0,0
0.16739931,0,0,0,0,0,0,0
0.16744994,0,0,0,0,0,0,0
0.16750058,0,0,0,0,0,0,0
0.16755122,0,0,0,0,0,0,0
0.16760185,0,0,0,0,0,0,0
0.16765248,0,0,0,0,0,0,0
0.16770312,0,0,0,0,0,0,0
0.16775376,0,0,0,0,0,0,0
0.16780439,0,0,0,0,0,0,0
0.16785502,0,0,0,0,0,0,0
0.16790566,0,0,0,0,0,0,0
0.1679563,0,0,0,0,0,0,0
0.16800693,0,0,0,0,0,0,0
0.16805756,0,0,0,0,0,0,0
0.1681082,0,0,0,0,0,0,0
0.16815884,0,0,0,0,0,0,0
0.16820947,0,0,0,0,0,0,0
0.1682601,0,0,0,0,0,0,0
0.16831074,0,0,0,0,0,0,0
0.16836138,0,0,0,0,0,0,0
0.16841201,0,0,0,0,0,0,0
0.16846264,0,0,0,0,0,0,0
0.16851328,0,0,0,0,0,0,0
0.16856392,0,0,0,0,0,0,0
0.16861455,0,0,0,0,0,0,0
0.16866518,0,0,0,0,0,0,0
0.16871582,0,0,0,0,0,0,0
0.16876646,0,0,0,0,0,0,0
0.16881709,0,0,0,0,0,0,0
0.16886772,0,0,0,0,0,0,0
0.16891836,0,0,0,0,0,0,0
0.16896899,0,0,0,0,0,0,0
0.16901963,0,0,0,0,0,0,0
0.16907026,0,0,0,0,0,0,0
0.1691209,0,0,0,0,0,0,0
0.16917153,0,0,0,0,0,0,0
0.16922217,0,0,0,0,0,0,0
0.1692728,0,0,0,0,0,0,0
0.16932344,0,0,0,0,0,0,0
0.16937407,0,0,0,0,0,0,0
0.16942471,0,0,0,0,0,0,0
0.16947534,0,0,0,0,0,0,0
0.16952598,0,0,0,0,0,0,0
0.16957661,0,0,0,0,0,0,0
0.16962725,0,0,0,0,0,0,0
0.16967789,0,0,0,0,0,0,0
0.16972852,0,0,0,0,0,0,0
0.16977915,0,0,0,0,0,0,0
0.16982979,0,0,0,0,0,0,0
0.16988043,0,0,0,0,0,0,0
0.16993106,0,0,0,0,0,0,0
0.16998169,0,0,0,0,0,0,0
0.17003233,0,0,0,0,0,0,0
0.17008297,0,0,0,0,0,0,0
0.1701336,0,0,0,0,0,0,0
0.17018423,0,0,0,0,0,0,0
0.17023487,0,0,0,0,0,0,0
0.17028551,0,0,0,0,0,0,0
0.17033614,0,0,0,0,0,0,0
0.17038677,0,0,0,0,0,0,0
0.17043741,0,0,0,0,0,0,0
0.17048805,0,0,0,0,0,0,0
0.17053868,0,0,0,0,0,0,0
0.17058931,0,0,0,0,0,0,0
0.17063995,0,0,0,0,0,0,0
0.17069059,0,0,0,0,0,0,0
0.17074122,0,0,0,0,0,0,0
0.17079185,0,0,0,0,0,0,0
0.17084249,0,0,0,0,0,0,0
0.17089313,0,0,0,0,0,0,0
0.17094376,0,0,0,0,0,0,0
0.17099439,0,0,0,0,0,0,0
0.17104503,0,0,0,0,0,0,0
0.17109567,0,0,0,0,0,0,0
0.1711463,0,0,0,0,0,0,0
0.17119693,0,0,0,0,0,0,0
0.17124757,0,0,0,0,0,0,0
0.17129821,0,0,0,0,0,0,0
0.17134884,0,0,0,0,0,0,0
0.17139947,0,0,0,0,0,0,0
0.17145011,0,0,0,0,0,0,0
0.17150075,0,0,0,0,0,0,0
0.17155138,0,0,0,0,0,0,0
0.17160201,0,0,0,0,0,0,0
0.17165265,0,0,0,0,0,0,0
0.17170328,0,0,0,0,0,0,0
0.17175392,0,0,0,0,0,0,0
0.17180455,0,0,0,0,0,0,0
0.17185519,0,0,0,0,0,0,0
0.17190582,0,0,0,0,0,0,0
0.17195646,0,0,0,0,0,0,0
0.17200709,0,0,0,0,0,0,0
0.17205773,0,0,0,0,0,0,0
0.17210836,0,0,0,0,0,0,0
0.172159,0,0,0,0,0,0,0
0.17220963,0,0,0,0,0,0,0
0.17226027,0,0,0,0,0,0,0
0.1723109,0,0,0,0,0,0,0
0.17236154,0,0,0,0,0,0,0
0.17241218,0,0,0,0,0,0,0
0.17246281,0,0,0,0,0,0,0
0.17251344,0,0,0,0,0,0,0
0.17256408,0,0,0,0,0,0,0
0.17261472,0,0,0,0,0,0,0
0.17266535,0,0,0,0,0,0,0
0.17271598,0,0,0,0,0,0,0
0.17276662,0,0,0,0,0,0,0
0.17281726,0,0,0,0,0,0,0
0.17286789,0,0,0,0,0,0,0
0.17291852,0,0,0,0,0,0,0
0.17296916,0,0,0,0,0,0,0
0.1730198,0,0,0,0,0,0,0
0.17307043,0,0,0,0,0,0,0
0.17312106,0,0,0,0,0,0,0
0.1731717,0,0,0,0,0,0,0
0.17322234,0,0,0,0,0,0,0
0.17327297,0,0,0,0,0,0,0
0.1733236,0,0,0,0,0,0,0
0.17337424,0,0,0,0,0,0,0
0.17342488,0,0,0,0,0,0,0
0.17347551,0,0,0,0,0,0,0
0.17352614,0,0,0,0,0,0,0
0.17357678,0,0,0,0,0,0,0
0.17362742,0,0,0,0,0,0,0
0.17367805,0,0,0,0,0,0,0
0.17372868,0,0,0,0,0,0,0
0.17377932,0,0,0,0,0,0,0
0.17382996,0,0,0,0,0,0,0
0.17388059,0,0,0,0,0,0,0
0.17393122,0,0,0,0,0,0,0
0.17398186,0,0,0,0,0,0,0
0.1740325,0,0,0,0,0,0,0
0.17408313,0,0,0,0,0,0,0
0.17413376,0,0,0,0,0,0,0
0.1741844,0,0,0,0,0,0,0
0.17423503,0,0,0,0,0,0,0
0.17428567,0,0,0,0,0,0,0
0.1743363,0,0,0,0,0,0,0
0.17438694,0,0,0,0,0,0,0
0.17443757,0,0,0,0,0,0,0
0.17448821,0,0,0,0,0,0,0
0.17453884,0,0,0,0,0,0,0
0.17458948,0,0,0,0,0,0,0
0.17464011,0,0,0,0,0,0,0
0.17469075,0,0,0,0,0,0,0
0.17474138,0,0,0,0,0,0,0
0.17479202,0,0,0,0,0,0,0
0.17484265,0,0,0,0,0,0,0
0.17489329,0,0,0,0,0,0,0
0.17494393,0,0,0,0,0,0,0
0.17499456,0,0,0,0,0,0,0
0.17504519,0,0,0,0,0,0,0
0.17509583,0,0,0,0,0,0,0
0.17514647,0,0,0,0,0,0,0
0.1751971,0,0,0,0,0,0,0
0.17524773,0,0,0,0,0,0,0
0.17529837,0,0,0,0,0,0,0
0.17534901,0,0,0,0,0,0,0
0.17539964,0,0,0,0,0,0,0
0.17545027,0,0,0,0,0,0,0
0.17550091,0,0,0,0,0,0,0
0.17555155,0,0,0,0,0,0,0
0.17560218,0,0,0,0,0,0,0
0.17565281,0,0,0,0,0,0,0
0.17570345,0,0,0,0,0,0,0
0.17575409,0,0,0,0,0,0,0
0.17580472,0,0,0,0,0,0,0
0.17585535,0,0,0,0,0,0,0
0.17590599,0,0,0,0,0,0,0
0.17595663,0,0,0,0,0,0,0
0.17600726,0,0,0,0,0,0,0
0.17605789,0,0,0,0,0,0,0
0.17610853,0,0,0,0,0,0,0
0.17615917,0,0,0,0,0,0,0
0.1762098,0,0,0,0,0,0,0
0.17626043,0,0,0,0,0,0,0
0.17631107,0,0,0,0,0,0,0
0.17636171,0,0,0,0,0,0,0
0.17641234,0,0,0,0,0,0,0
0.17646297,0,0,0,0,0,0,0
0.17651361,0,0,0,0,0,0,0
0.17656425,0,0,0,0,0,0,0
0.17661488,0,0,0,0,0,0,0
0.17666551,0,0,0,0,0,0,0
0.17671615,0,0,0,0,0,0,0
0.17676679,0,0,0,0,0,0,0
0.17681742,0,0,0,0,0,0,0
0.17686805,0,0,0,0,0,0,0
0.17691869,0,0,0,0,0,0,0
0.17696932,0,0,0,0,0,0,0
0.17701996,0,0,0,0,0,0,0
0.17707059,0,0,0,0,0,0,0
0.17712123,0,0,0,0,0,0,0
0.17717186,0,0,0,0,0,0,0
0.1772225,0,0,0,0,0,0,0
0.17727313,0,0,0,0,0,0,0
0.17732377,0,0,0,0,0,0,0
0.1773744,0,0,0,0,0,0,0
0.17742504,0,0,0,0,0,0,0
0.17747567,0,0,0,0,0,0,0
0.17752631,0,0,0,0,0,0,0
0.17757694,0,0,0,0,0,0,0
0.17762758,0,0,0,0,0,0,0
0.17767822,0,0,0,0,0,0,0
0.17772885,0,0,0,0,0,0,0
0.17777948,0,0,0,0,0,0,0
0.17783012,0,0,0,0,0,0,0
0.17788076,0,0,0,0,0,0,0
0.17793139,0,0,0,0,0,0,0
0.17798202,0,0,0,0,0,0,0
0.17803266,0,0,0,0,0,0,0
0.1780833,0,0,0,0,0,0,0
0.17813393,0,0,0,0,0,0,0
0.17818456,0,0,0,0,0,0,0
0.1782352,0,0,0,0,0,0,0
0.17828584,0,0,0,0,0,0,0
0.17833647,0,0,0,0,0,0,0
0.1783871,0,0,0,0,0,0,0
0.17843774,0,0,0,0,0,0,0
0.17848838,0,0,0,0,0,0,0
0.17853901,0,0,0,0,0,0,0
0.17858964,0,0,0,0,0,0,0
0.17864028,0,0,0,0,0,0,0
0.17869092,0,0,0,0,0,0,0
0.17874155,0,0,0,0,0,0,0
0.17879218,0,0,0,0,0,0,0
0.17884282,0,0,0,0,0,0,0
0.17889346,0,0,0,0,0,0,0
0.17894409,0,0,0,0,0,0,0
0.17899472,0,0,0,0,0,0,0
0.17904536,0,0,0,0,0,0,0
0.179096,0,0,0,0,0,0,0
0.17914663,0,0,0,0,0,0,0
0.17919726,0,0,0,0,0,0,0
0.1792479,0,0,0,0,0,0,0
0.17929854,0,0,0,0,0,0,0
0.17934917,0,0,0,0,0,0,0
0.1793998,0,0,0,0,0,0,0
0.17945044,0,0,0,0,0,0,0
0.17950107,0,0,0,0,0,0,0
0.17955171,0,0,0,0,0,0,0
0.17960234,0,0,0,0,0,0,0
0.17965298,0,0,0,0,0,0,0
0.17970361,0,0,0,0,0,0,0
0.17975425,0,0,0,0,0,0,0
0.17980488,0,0,0,0,0,0,0
0.17985552,0,0,0,0,0,0,0
0.17990615,0,0,0,0,0,0,0
0.17995679,0,0,0,0,0,0,0
0.18000742,0,0,0,0,0,0,0
0.18005806,0,0,0,0,0,0,0
0.18010869,0,0,0,0,0,0,0
0.18015933,0,0,0,0,0,0,0
0.18020996,0,0,0,0,0,0,0
0.1802606,0,0,0,0,0,0,0
0.18031123,0,0,0,0,0,0,0
0.18036187,0,0,0,0,0,0,0
0.18041251,0,0,0,0,0,0,0
0.18046314,0,0,0,0,0,0,0
0.18051377,0,0,0,0,0,0,0
0.18056441,0,0,0,0,0,0,0
0.18061505,0,0,0,0,0,0,0
0.18066568,0,0,0,0,0,0,0
0.18071631,0,0,0,0,0,0,0
0.18076695,0,0,0,0,0,0,0
0.18081759,0,0,0,0,0,0,0
0.18086822,0,0,0,0,0,0,0
0.18091885,0,0,0,0,0,0,0
0.18096949,0,0,0,0,0,0,0
0.18102013,0,0,0,0,0,0,0
0.18107076,0,0,0,0,0,0,0
0.18112139,0,0,0,0,0,0,0
0.18117203,0,0,0,0,0,0,0
0.18122267,0,0,0,0,0,0,0
0.1812733,0,0,0,0,0,0,0
0.18132393,0,0,0,0,0,0,0
0.18137457,0,0,0,0,0,0,0
